year,수익률,종목명
2019,-32.7225603534135,녹십자홀딩스
2020,12.63098221218324,녹십자홀딩스
2021,36.56153142012879,녹십자홀딩스
2022,-30.76551000835873,녹십자홀딩스
2010,,농심
2011,5.655615939183112,농심
2012,1.8728888965678037,농심
2013,14.70206737796531,농심
2014,2.0196835906805655,농심
2015,10.71902500889308,농심
2016,18.316413020976906,농심
2017,-8.511732642656678,농심
2018,-13.482713014995596,농심
2019,-10.814986682023841,농심
2020,19.458239743611315,농심
2021,-3.5593865207751096,농심
2022,5.877579621361173,농심
2010,,농심홀딩스
2011,-10.493130495792457,농심홀딩스
2012,-3.1663053798885787,농심홀딩스
2013,34.03140972235765,농심홀딩스
2014,47.90884349970275,농심홀딩스
2015,16.5743288292318,농심홀딩스
2016,7.459679222922455,농심홀딩스
2017,-16.369130375843543,농심홀딩스
2018,-16.559273191664925,농심홀딩스
2019,-12.211382184395081,농심홀딩스
2020,-7.395617109767771,농심홀딩스
2021,1.221267386645386,농심홀딩스
2022,-4.531818542261224,농심홀딩스
2010,,다스코
2011,-22.2277455230919,다스코
2012,29.640129062851138,다스코
2013,23.324885908252725,다스코
2014,48.924487629166194,다스코
2015,-1.3248428858172234,다스코
2016,14.651397330077764,다스코
2017,31.643217209128018,다스코
2018,16.433827928682533,다스코
2019,-13.862921291751618,다스코
2020,-22.304947554982114,다스코
2021,1.1255572758305687,다스코
2022,-10.77926497556655,다스코
2010,,다우기술
2011,15.035564361248843,다우기술
2012,46.53117524084571,다우기술
2013,18.95174993478048,다우기술
2014,-20.31620136757092,다우기술
2015,67.35902519351092,다우기술
2016,0.41096751248432817,다우기술
2017,-10.000725412961998,다우기술
2018,15.209645812051264,다우기술
2019,-9.214607271256014,다우기술
2020,-5.281540297060017,다우기술
2021,32.49238799478034,다우기술
2022,-16.337133049300856,다우기술
2010,,대교
2011,5.105007914829174,대교
2012,1.1347035841685171,대교
2013,15.643164920495112,대교
2014,-0.13399973691463618,대교
2015,18.23811418777059,대교
2016,8.366467152609424,대교
2017,-7.607731632938986,대교
2018,-8.310372615620976,대교
2019,-17.040974056166856,대교
2020,-29.24234033264409,대교
2021,-1.3750159779413074,대교
2022,-15.928824096902138,대교
2010,,대구백화점
2011,8.05631093314856,대구백화점
2012,8.263414939577984,대구백화점
2013,9.539039414079076,대구백화점
2014,24.5777412946492,대구백화점
2015,-19.215940758712623,대구백화점
2016,-10.643554261856758,대구백화점
2017,-6.338392242051527,대구백화점
2018,-22.90486066499058,대구백화점
2019,-28.61425196610473,대구백화점
2020,-6.963620501769063,대구백화점
2021,66.81714815642322,대구백화점
2022,-5.8619100223772485,대구백화점
2010,,대동전자
2011,-12.240708828376734,대동전자
2012,-10.13860913589455,대동전자
2013,29.41980859757518,대동전자
2014,18.77318185023682,대동전자
2015,36.197321297286166,대동전자
2016,-4.969470622560445,대동전자
2017,-7.276963250033042,대동전자
2018,-15.751044192508502,대동전자
2019,-0.2668638099250775,대동전자
2020,5.948220221741507,대동전자
2021,78.88139627132091,대동전자
2022,32.77623720468456,대동전자
2010,,대림비앤코
2011,-6.818445362730607,대림비앤코
2012,55.15981939791836,대림비앤코
2013,-27.98510094796496,대림비앤코
2014,76.97664069453336,대림비앤코
2015,318.40418547177916,대림비앤코
2016,-20.167733480319882,대림비앤코
2017,-34.46745425473933,대림비앤코
2018,-29.194847121478375,대림비앤코
2019,-17.9034630249702,대림비앤코
2020,0.14107310258306693,대림비앤코
2021,57.9230064650381,대림비앤코
2022,3.662431110718578,대림비앤코
2010,,대림통상
2011,-2.199407502407391,대림통상
2012,0.03911762521353612,대림통상
2013,-1.1929005896670453,대림통상
2014,6.736437849172816,대림통상
2015,51.186386829253806,대림통상
2016,-10.412310152770655,대림통상
2017,-2.6770012500053175,대림통상
2018,-16.833972097392447,대림통상
2019,-10.96739721329657,대림통상
2020,-3.3505910301154462,대림통상
2021,-0.8079601990049756,대림통상
2022,-5.969150063989115,대림통상
2010,,대상
2011,36.13057612812962,대상
2012,71.2144630914272,대상
2013,80.09017983482445,대상
2014,27.486291294520203,대상
2015,-16.178559900098755,대상
2016,-17.41045431954815,대상
2017,-16.53376561013371,대상
2018,1.8476711632670062,대상
2019,-3.3205758265722363,대상
2020,-2.6938639377526385,대상
2021,8.031303908781084,대상
2022,-12.951276531399692,대상
2010,,대상홀딩스
2011,11.038558685839185,대상홀딩스
2012,33.7980428470174,대상홀딩스
2013,65.55261003684747,대상홀딩스
2014,102.87392590353757,대상홀딩스
2015,42.045027359485566,대상홀딩스
2016,-42.07874714245657,대상홀딩스
2017,-22.032276294019105,대상홀딩스
2018,-13.145782949639539,대상홀딩스
2019,-15.29131873211842,대상홀딩스
2020,8.30500806964347,대상홀딩스
2021,31.10963461763381,대상홀딩스
2022,-14.513159459761471,대상홀딩스
2010,,대성산업
2011,-28.825709858386094,대성산업
2012,-37.11980548970073,대성산업
2013,-40.59888648758401,대성산업
2014,-32.05469227094968,대성산업
2015,-81.06166325267642,대성산업
2016,-40.821026563503814,대성산업
2017,8.97054976703675,대성산업
2018,39.90562104773512,대성산업
2019,-7.9680710378640445,대성산업
2020,-28.397952930811865,대성산업
2021,42.20136315469358,대성산업
2022,-0.9946035614684212,대성산업
2010,,대성에너지
2011,-18.34264874897107,대성에너지
2012,-23.767054690912982,대성에너지
2013,6.180592808687435,대성에너지
2014,10.110710823203405,대성에너지
2015,7.210014750681615,대성에너지
2016,-3.1907150406881857,대성에너지
2017,-0.4900384243836431,대성에너지
2018,-7.145119268359446,대성에너지
2019,-6.827081331899343,대성에너지
2020,-7.286758441924079,대성에너지
2021,38.26543344039541,대성에너지
2022,58.096504046630535,대성에너지
2010,,대성홀딩스
2011,23.143346666415642,대성홀딩스
2012,-31.925090794761513,대성홀딩스
2013,23.11894194346127,대성홀딩스
2014,33.46500242080308,대성홀딩스
2015,4.889238449003108,대성홀딩스
2016,-19.191325984533226,대성홀딩스
2017,-5.1249887027707715,대성홀딩스
2018,-17.161496178970616,대성홀딩스
2019,0.7749958742577556,대성홀딩스
2020,92.60443861723022,대성홀딩스
2021,150.94406929398946,대성홀딩스
2022,38.445677181954665,대성홀딩스
2010,,대신증권
2011,-14.320985542721253,대신증권
2012,-25.284711267823457,대신증권
2013,-4.225464853291017,대신증권
2014,2.2820489610986927,대신증권
2015,18.361696877340485,대신증권
2016,-3.3567353531821276,대신증권
2017,21.244581469204206,대신증권
2018,-1.8659379549896715,대신증권
2019,-5.6617047692867795,대신증권
2020,-10.341710390269277,대신증권
2021,63.09666714389024,대신증권
2022,-3.633196746395684,대신증권
2010,,대양금속
2011,-2.8382575617528105,대양금속
2012,-51.34385898221652,대양금속
2013,-80.25173933777216,대양금속
2014,-30.075571933024026,대양금속
2015,-32.2588063909615,대양금속
2016,52.458661856339184,대양금속
2017,-3.8091061207431887,대양금속
2018,11.03121461296288,대양금속
2019,115.70117042394781,대양금속
2020,-59.49750607577302,대양금속
2021,27.06867777848194,대양금속
2022,-8.36108900525393,대양금속
2010,,대영포장
2011,-5.433099868125146,대영포장
2012,77.10378009507745,대영포장
2013,25.912103355460104,대영포장
2014,-13.541318238799626,대영포장
2015,33.753865632362135,대영포장
2016,-4.463786073846254,대영포장
2017,-10.743196108808363,대영포장
2018,-1.9086339611520842,대영포장
2019,34.75979775898166,대영포장
2020,-5.006519488498961,대영포장
2021,126.30398789296665,대영포장
2022,-9.742529951167278,대영포장
2010,,대우건설
2011,0.2607882525903271,대우건설
2012,-10.796414569950862,대우건설
2013,-16.36174122316104,대우건설
2014,-4.64701338773893,대우건설
2015,-13.55562675274613,대우건설
2016,-12.531882826205976,대우건설
2017,15.009816007436338,대우건설
2018,-17.698111062650224,대우건설
2019,-13.935462205497796,대우건설
2020,-24.875990149421035,대우건설
2021,88.23634655812498,대우건설
2022,-8.359054655934584,대우건설
2010,,대우부품
2011,-56.88977322044485,대우부품
2012,-24.411780796151305,대우부품
2013,-2.4080977254651748,대우부품
2014,14.482413781374447,대우부품
2015,7.812628491200124,대우부품
2016,42.29286803022401,대우부품
2017,21.284642380667385,대우부품
2018,49.448276293185,대우부품
2019,-12.080469824126395,대우부품
2020,5.809072412155292,대우부품
2021,6.044745981746225,대우부품
2022,-15.702458577629052,대우부품
2010,,대우조선해양
2011,47.097373533692874,대우조선해양
2012,-20.224612950082076,대우조선해양
2013,9.84294173337943,대우조선해양
2014,-11.837041218121836,대우조선해양
2015,-53.143328798541035,대우조선해양
2016,-62.44922413986445,대우조선해양
2017,-13.706338005148277,대우조선해양
2018,-31.31974520356634,대우조선해양
2019,7.6665460814936415,대우조선해양
2020,-22.891895535700634,대우조선해양
2021,26.618698684559018,대우조선해양
2022,-18.713609313862733,대우조선해양
2010,,대웅
2011,-12.670210067844856,대웅
2012,7.965352080829136,대웅
2013,84.0791427281465,대웅
2014,35.76823934740021,대웅
2015,46.67313809441933,대웅
2016,-6.956511566176459,대웅
2017,16.572750697702475,대웅
2018,35.551667510793415,대웅
2019,-6.1461389665881105,대웅
2020,38.10934234609389,대웅
2021,59.369566417354356,대웅
2022,-21.271590401358687,대웅
2010,,대웅제약
2011,-18.08466915094743,대웅제약
2012,-15.999279875624751,대웅제약
2013,121.26375767835107,대웅제약
2014,1.4178650578377638,대웅제약
2015,14.474814747953268,대웅제약
2016,10.336726351385561,대웅제약
2017,15.599357909993095,대웅제약
2018,89.21593895962133,대웅제약
2019,-10.938992950897086,대웅제약
2020,-31.571976168546414,대웅제약
2021,32.04045126897259,대웅제약
2022,1.1707044793624277,대웅제약
2010,,대원강업
2011,83.10000516974017,대원강업
2012,17.337614980163664,대원강업
2013,22.108780285241725,대원강업
2014,-12.170999008659289,대원강업
2015,-18.516791888206917,대원강업
2016,-9.927825951503188,대원강업
2017,-10.93799190545205,대원강업
2018,-3.0997521935122396,대원강업
2019,-0.3798096759530356,대원강업
2020,-19.613880766607185,대원강업
2021,24.488086763535865,대원강업
2022,-21.672795126502386,대원강업
2010,,대원전선
2011,-4.755379651010438,대원전선
2012,12.465700187250484,대원전선
2013,7.973755814713623,대원전선
2014,-4.041552393180425,대원전선
2015,114.36186954090628,대원전선
2016,7.823176758931583,대원전선
2017,-32.01245270560088,대원전선
2018,37.47758168647562,대원전선
2019,-18.915285583082998,대원전선
2020,-28.26937618147448,대원전선
2021,92.58116798243321,대원전선
2022,-4.928624513115809,대원전선
2010,,대원제약
2011,0.4707321780375473,대원제약
2012,19.066934144804137,대원제약
2013,81.83320406174089,대원제약
2014,19.539495059623935,대원제약
2015,65.09611039324479,대원제약
2016,0.395647315637504,대원제약
2017,4.503618660824116,대원제약
2018,2.959306296487374,대원제약
2019,-14.278864050860795,대원제약
2020,12.060690680803908,대원제약
2021,2.067513860553216,대원제약
2022,1.613688864929097,대원제약
2010,,대원화성
2011,-21.99823295982557,대원화성
2012,-6.007792951487012,대원화성
2013,71.52812456728579,대원화성
2014,19.471880234417526,대원화성
2015,59.884596337877305,대원화성
2016,-4.760785631999265,대원화성
2017,-10.999845416272901,대원화성
2018,-18.556332405163133,대원화성
2019,-21.134461456205088,대원화성
2020,-5.325846291288395,대원화성
2021,107.89906388629657,대원화성
2022,6.190409539084207,대원화성
2010,,대유에이텍
2011,140.67920691186936,대유에이텍
2012,3.134596816956514,대유에이텍
2013,-37.25612017261145,대유에이텍
2014,23.383011854184986,대유에이텍
2015,41.07561223060359,대유에이텍
2016,-8.014951798360649,대유에이텍
2017,-31.645789342455842,대유에이텍
2018,-18.134206265736363,대유에이텍
2019,-7.506544741569144,대유에이텍
2020,-26.25604316731984,대유에이텍
2021,70.02592233772353,대유에이텍
2022,-7.635001824507803,대유에이텍
2010,,대유플러스
2011,-17.802833328183553,대유플러스
2012,35.40533207229182,대유플러스
2013,-39.91690596903554,대유플러스
2014,21.252619075115888,대유플러스
2015,-22.689000641475975,대유플러스
2016,-3.7946224187888733,대유플러스
2017,-19.6715304336982,대유플러스
2018,-3.123376134515432,대유플러스
2019,-4.400154233631137,대유플러스
2020,-18.571757611290252,대유플러스
2021,72.48740229337778,대유플러스
2022,7.969823343784577,대유플러스
2010,,대창
2011,5.537792039271761,대창
2012,-19.713588899908697,대창
2013,-9.905386625187418,대창
2014,-21.060990245757548,대창
2015,2.4798024177193456,대창
2016,11.191794383490672,대창
2017,1.44881234449723,대창
2018,0.8357736086971101,대창
2019,10.7941944157953,대창
2020,-0.8441625884331727,대창
2021,76.76815272046798,대창
2022,-10.26693750235913,대창
2010,,대창단조
2011,82.09454898850557,대창단조
2012,19.815006178883433,대창단조
2013,15.409545252870128,대창단조
2014,3.504433259776074,대창단조
2015,0.34393300231316815,대창단조
2016,-11.855952428995343,대창단조
2017,28.88157620273435,대창단조
2018,-13.728163711547825,대창단조
2019,-14.692896612515206,대창단조
2020,-1.1500789358843688,대창단조
2021,42.538412661737524,대창단조
2022,5.751375043657458,대창단조
2010,,대한방직
2011,-0.8099933664278192,대한방직
2012,-22.647626978655445,대한방직
2013,-12.032117715224732,대한방직
2014,24.154821257706892,대한방직
2015,222.74676078792757,대한방직
2016,-25.079611801398993,대한방직
2017,47.06248395971757,대한방직
2018,-28.389476654181824,대한방직
2019,39.75134801092437,대한방직
2020,53.220998013866016,대한방직
2021,60.083868625576976,대한방직
2022,13.811069999244886,대한방직
2010,,대한유화
2011,96.61710712393077,대한유화
2012,-34.85387720386779,대한유화
2013,-26.111361404743537,대한유화
2014,31.318404695366574,대한유화
2015,103.75472764138433,대한유화
2016,51.85928108674587,대한유화
2017,14.141245534934832,대한유화
2018,-7.2577020206177405,대한유화
2019,-42.394522423979865,대한유화
2020,1.5377777672173076,대한유화
2021,83.7683962685042,대한유화
2022,-35.14061604791209,대한유화
2010,,대한전선
2011,-45.33279667003222,대한전선
2012,-53.453624490443104,대한전선
2013,-83.26635377137914,대한전선
2014,-28.741064798724846,대한전선
2015,-42.22744674257599,대한전선
2016,-57.55965001385791,대한전선
2017,-39.14708161733632,대한전선
2018,-13.680447640252014,대한전선
2019,-36.92140682037734,대한전선
2020,-3.1767298516843567,대한전선
2021,147.76562096440574,대한전선
2022,-15.20063209120367,대한전선
2010,,대한제강
2011,-23.93757336094592,대한제강
2012,9.350500905961923,대한제강
2013,-19.613612996198317,대한제강
2014,-8.233910786393661,대한제강
2015,32.41941917188602,대한제강
2016,11.683723576070083,대한제강
2017,17.596394136125326,대한제강
2018,-25.907648235127922,대한제강
2019,-19.202953915684773,대한제강
2020,1.8692096113257062,대한제강
2021,170.3492900365466,대한제강
2022,9.731313480047966,대한제강
2010,,대한제당
2011,5.72544076090602,대한제당
2012,-2.0501317433394783,대한제당
2013,32.150340386791854,대한제당
2014,5.220296966944105,대한제당
2015,-2.61638644048231,대한제당
2016,-6.9109726981249615,대한제당
2017,7.8161987307096,대한제당
2018,-10.753233343262302,대한제당
2019,-12.217557714614601,대한제당
2020,-5.038414533389391,대한제당
2021,60.70736074762393,대한제당
2022,-8.334796536153599,대한제당
2010,,대한제분
2011,5.711689998027447,대한제분
2012,-13.734783012731155,대한제분
2013,10.307671996554335,대한제분
2014,18.857068531292633,대한제분
2015,17.13236836134413,대한제분
2016,-9.896106431571528,대한제분
2017,-1.2499400442827824,대한제분
2018,-0.4614229917054291,대한제분
2019,2.6089242688027037,대한제분
2020,-20.099997597418408,대한제분
2021,10.616892078388073,대한제분
2022,1.116789578527566,대한제분
2010,,대한항공
2011,-14.465683671917118,대한항공
2012,-18.934090501606683,대한항공
2013,-29.264529806412643,대한항공
2014,-3.753366881192366,대한항공
2015,10.440422961975138,대한항공
2016,-24.704102246914196,대한항공
2017,15.91673092152277,대한항공
2018,-1.2499004953575366,대한항공
2019,-6.6216043051453894,대한항공
2020,-42.551703361463176,대한항공
2021,74.85591102847489,대한항공
2022,-2.422880993723231,대한항공
2010,,대한해운
2011,-75.84437236393204,대한해운
2012,-75.20581214231397,대한해운
2013,-65.49334803166786,대한해운
2014,-61.3577947436797,대한해운
2015,-13.07333401600953,대한해운
2016,-17.17457471451723,대한해운
2017,54.96600031523688,대한해운
2018,-10.160206936837158,대한해운
2019,-7.3682618376269104,대한해운
2020,-21.086719104296638,대한해운
2021,66.04229633872514,대한해운
2022,-14.999291219968036,대한해운
2010,,대한화섬
2011,15.64276067148862,대한화섬
2012,-23.39956579195771,대한화섬
2013,-6.280096807184399,대한화섬
2014,25.795643555286716,대한화섬
2015,33.33161881885929,대한화섬
2016,1.1140064631723012,대한화섬
2017,6.257227552349809,대한화섬
2018,9.213716220154167,대한화섬
2019,-16.365162062675342,대한화섬
2020,-15.561288737947521,대한화섬
2021,58.69798638670647,대한화섬
2022,-6.143056931459956,대한화섬
2010,,대현
2011,40.57108017861513,대현
2012,-8.201325693742278,대현
2013,57.49929269951941,대현
2014,19.236575192594696,대현
2015,14.523681744806648,대현
2016,24.73330217344538,대현
2017,-12.01892531821651,대현
2018,-19.726782699002122,대현
2019,0.030298232420733484,대현
2020,-24.99318807706109,대현
2021,36.582977303789164,대현
2022,-7.162866075342233,대현
2010,,대호에이엘
2011,14.774676636001072,대호에이엘
2012,-19.08229827539988,대호에이엘
2013,-5.588054947705523,대호에이엘
2014,-19.149044132374872,대호에이엘
2015,-16.58540187821851,대호에이엘
2016,4.517813593149267,대호에이엘
2017,-10.72596432285925,대호에이엘
2018,180.25725592485634,대호에이엘
2019,12.59038126650136,대호에이엘
2020,-49.63029453015429,대호에이엘
2021,42.11273723603315,대호에이엘
2022,-0.14204126518404525,대호에이엘
2010,,더존비즈온
2011,-47.40219090844694,더존비즈온
2012,-5.282815082921443,더존비즈온
2013,27.46685262758963,더존비즈온
2014,-16.514741436802083,더존비즈온
2015,65.7934252451873,더존비즈온
2016,37.06609472110314,더존비즈온
2017,31.196950322279736,더존비즈온
2018,77.78465438900845,더존비즈온
2019,14.666788576919988,더존비즈온
2020,65.28792570269195,더존비즈온
2021,-8.510326465307728,더존비즈온
2022,-41.62742021723199,더존비즈온
2010,,덕성
2011,-26.063056202962954,덕성
2012,7.283680656181124,덕성
2013,57.34628499883429,덕성
2014,-26.00192113701634,덕성
2015,176.44379110521223,덕성
2016,8.885306898362666,덕성
2017,-45.326118181596755,덕성
2018,-20.480725070103134,덕성
2019,-13.78498537883388,덕성
2020,44.21264291768805,덕성
2021,272.6667818873142,덕성
2022,-20.589555047037887,덕성
2010,,덕양산업
2011,-3.0607061476129904,덕양산업
2012,65.78786390619211,덕양산업
2013,7.8638030801211345,덕양산업
2014,76.07743097238897,덕양산업
2015,-13.584720557390217,덕양산업
2016,-23.50618770113273,덕양산업
2017,-15.88731278840494,덕양산업
2018,-8.55116711307502,덕양산업
2019,-12.461003291832451,덕양산업
2020,8.668129080238817,덕양산업
2021,134.47532627696347,덕양산업
2022,3.078445253612938,덕양산업
2010,,도화엔지니어링
2011,8.302599074492889,도화엔지니어링
2012,-31.298066547333402,도화엔지니어링
2013,0.7770359912513625,도화엔지니어링
2014,-12.217198541523688,도화엔지니어링
2015,-10.046175958835812,도화엔지니어링
2016,10.576256374976678,도화엔지니어링
2017,3.239878593384904,도화엔지니어링
2018,39.600590198248284,도화엔지니어링
2019,47.8829862790219,도화엔지니어링
2020,-22.032512859251916,도화엔지니어링
2021,6.360984881034826,도화엔지니어링
2022,-9.738140708566323,도화엔지니어링
2010,,동국제강
2011,34.35281655202467,동국제강
2012,-47.22919473812935,동국제강
2013,-26.906374393389466,동국제강
2014,-27.17087952211096,동국제강
2015,-25.387731285685522,동국제강
2016,32.1515193290772,동국제강
2017,49.489079403999895,동국제강
2018,-24.448199285909368,동국제강
2019,-25.189007105943773,동국제강
2020,-17.76467626350129,동국제강
2021,199.67823578343746,동국제강
2022,-4.0357263891805495,동국제강
2010,,동남합성
2011,47.211459251492506,동남합성
2012,94.6184059123385,동남합성
2013,-25.53047392771315,동남합성
2014,-5.66898451574237,동남합성
2015,16.423441439366005,동남합성
2016,39.72846691110761,동남합성
2017,6.54865800897555,동남합성
2018,3.5282155979198926,동남합성
2019,9.078657003538426,동남합성
2020,33.56471786543296,동남합성
2021,78.59299875580675,동남합성
2022,7.605565672119297,동남합성
2010,,동방
2011,25.880061112441766,동방
2012,66.54788509920265,동방
2013,-45.140886467587606,동방
2014,-24.04204525980642,동방
2015,20.111996412317247,동방
2016,-3.511037137715245,동방
2017,-18.658104219701755,동방
2018,-6.451227747185984,동방
2019,3.662080135207191,동방
2020,10.154310929751166,동방
2021,195.59149708605136,동방
2022,-38.381845265088174,동방
2010,,동방아그로
2011,-0.09395638862906841,동방아그로
2012,1.5683778364787848,동방아그로
2013,-0.606306821997693,동방아그로
2014,1.3626527072256422,동방아그로
2015,10.14308717700203,동방아그로
2016,-2.334327008412418,동방아그로
2017,1.1130953753093031,동방아그로
2018,4.549953330423007,동방아그로
2019,-5.05029795110814,동방아그로
2020,-10.212567519667626,동방아그로
2021,18.692515230356133,동방아그로
2022,-5.467967448216749,동방아그로
2010,,동부건설
2011,-10.037470389786618,동부건설
2012,-36.16118959167826,동부건설
2013,-9.23996270643065,동부건설
2014,-45.05260406819973,동부건설
2015,-53.87043693071596,동부건설
2016,16.292564114601895,동부건설
2017,-13.82472375332645,동부건설
2018,-22.26533868573347,동부건설
2019,-8.49525279867982,동부건설
2020,15.585645381501001,동부건설
2021,37.926244458671036,동부건설
2022,0.600262168170218,동부건설
2010,,동서
2011,1.5508799467331746,동서
2012,-6.006211104749337,동서
2013,58.14485956622515,동서
2014,21.914468833078658,동서
2015,78.50369876427277,동서
2016,-8.129655688209713,동서
2017,-7.659213294645639,동서
2018,-14.07834370172666,동서
2019,-23.257780280893712,동서
2020,14.746205088542673,동서
2021,48.74531729447864,동서
2022,-13.780883265558053,동서
2010,,동성제약
2011,-19.40903895157906,동성제약
2012,164.78092865810817,동성제약
2013,33.408337927124656,동성제약
2014,3.300873484392741,동성제약
2015,20.913854963627877,동성제약
2016,-4.883108139827841,동성제약
2017,-22.092930963715883,동성제약
2018,404.1477529620966,동성제약
2019,-14.231256807463522,동성제약
2020,-29.759456564776542,동성제약
2021,-14.00717145567687,동성제약
2022,-24.393056620886455,동성제약
2010,,동아쏘시오홀딩스
2011,-15.363619244630799,동아쏘시오홀딩스
2012,-8.012470239832837,동아쏘시오홀딩스
2013,84.15357103315849,동아쏘시오홀딩스
2014,3.1186485942498177,동아쏘시오홀딩스
2015,23.387137000502854,동아쏘시오홀딩스
2016,15.111551555286095,동아쏘시오홀딩스
2017,-26.936686656623554,동아쏘시오홀딩스
2018,-13.55679560308667,동아쏘시오홀딩스
2019,-14.170734412989884,동아쏘시오홀딩스
2020,4.6689551396595474,동아쏘시오홀딩스
2021,14.103533819558468,동아쏘시오홀딩스
2022,-10.114747628129217,동아쏘시오홀딩스
2013,,동아에스티
2014,-19.965643539006017,동아에스티
2015,20.17871349325222,동아에스티
2016,1.5591093684621748,동아에스티
2017,-27.433215723826553,동아에스티
2018,11.688433570982193,동아에스티
2019,-4.392718214333502,동아에스티
2020,-7.820344323992434,동아에스티
2021,-10.354109289909708,동아에스티
2022,-16.211656602233372,동아에스티
2010,,동아지질
2011,-16.723651842054267,동아지질
2012,-21.097335694833276,동아지질
2013,-0.818566655106534,동아지질
2014,-16.10005175239666,동아지질
2015,-1.6695003587168356,동아지질
2016,4.958562155214596,동아지질
2017,41.8148267432497,동아지질
2018,32.04010694159183,동아지질
2019,25.49462567963843,동아지질
2020,-23.292860715053166,동아지질
2021,22.894822321834596,동아지질
2022,-7.629073105659712,동아지질
2010,,동양
2011,-29.84162463840797,동양
2012,-48.35911476875321,동양
2013,8.604453015154846,동양
2014,-76.85363517074369,동양
2015,71.51038484528729,동양
2016,59.37750319112065,동양
2017,-26.97403110801965,동양
2018,-16.008124414287515,동양
2019,-11.706744015771363,동양
2020,-29.91360485495902,동양
2021,30.76722956183564,동양
2022,-9.662133091518799,동양
2010,,동양고속
2011,-29.142184213817025,동양고속
2012,14.261765049588405,동양고속
2013,20.512387016980348,동양고속
2014,7.9459558466915325,동양고속
2015,48.25209841756624,동양고속
2016,-5.522564283090492,동양고속
2017,6.521115227029095,동양고속
2018,-11.280541164747692,동양고속
2019,5.567498757091061,동양고속
2020,-2.3199472151332,동양고속
2021,-13.762734093820539,동양고속
2022,-19.695644788615063,동양고속
2010,,동양생명
2011,2.6726459652296253,동양생명
2012,-13.04907259550424,동양생명
2013,-6.226577862754179,동양생명
2014,-0.3353873257099571,동양생명
2015,24.150729339851495,동양생명
2016,-13.860311026259476,동양생명
2017,-15.795845070529746,동양생명
2018,-27.59740913649611,동양생명
2019,-39.18467570159103,동양생명
2020,-25.076731859691105,동양생명
2021,74.74002887508031,동양생명
2022,13.149855296458668,동양생명
2010,,동양철관
2011,17.10027781209831,동양철관
2012,38.13391944814188,동양철관
2013,-17.447024873833705,동양철관
2014,-26.53861576493587,동양철관
2015,-0.9318561022766625,동양철관
2016,9.050723263273097,동양철관
2017,-7.338456053077557,동양철관
2018,57.51531909270411,동양철관
2019,-26.63984409604172,동양철관
2020,-21.17575010696443,동양철관
2021,40.164011503530176,동양철관
2022,-18.847112890336593,동양철관
2010,,동원F&B
2011,12.61956178407213,동원F&B
2012,23.924061823164532,동원F&B
2013,69.00572253416935,동원F&B
2014,101.79465704699679,동원F&B
2015,61.0003281203614,동원F&B
2016,-27.96783472889318,동원F&B
2017,-17.736734453163137,동원F&B
2018,18.600914589322493,동원F&B
2019,-3.818956925036765,동원F&B
2020,-25.36858732283588,동원F&B
2021,8.941946560789793,동원F&B
2022,-11.703630894459838,동원F&B
2010,,동원금속
2011,69.24066004547417,동원금속
2012,-2.3472278847050387,동원금속
2013,-7.921914974263034,동원금속
2014,10.797249783202755,동원금속
2015,14.938091620318694,동원금속
2016,45.88551222842785,동원금속
2017,11.379624357891327,동원금속
2018,-57.141848982468915,동원금속
2019,-37.11141618150374,동원금속
2020,-15.39088633038772,동원금속
2021,45.800071554750566,동원금속
2022,-13.910975135038273,동원금속
2010,,동원산업
2011,36.68535019506969,동원산업
2012,31.106626145524107,동원산업
2013,40.347360036402556,동원산업
2014,4.344013616766862,동원산업
2015,-4.1678104525595945,동원산업
2016,-6.559729908556145,동원산업
2017,7.44534048155665,동원산업
2018,-7.162736202369735,동원산업
2019,-21.360047782235313,동원산업
2020,-10.624183701879442,동원산업
2021,21.0622639305323,동원산업
2022,-11.775434082149728,동원산업
2010,,동원수산
2011,136.76195995106562,동원수산
2012,2.4044648352263387,동원수산
2013,-17.96482431651579,동원수산
2014,-31.83201960113864,동원수산
2015,12.146818974773609,동원수산
2016,3.4441940701322116,동원수산
2017,-4.612830241696697,동원수산
2018,7.625501868957318,동원수산
2019,-6.746123947650473,동원수산
2020,-0.27598836498250456,동원수산
2021,2.451030120721054,동원수산
2022,5.537964716508026,동원수산
2010,,동원시스템즈
2011,-19.464099722179963,동원시스템즈
2012,-8.532019836753058,동원시스템즈
2013,-21.640203698326022,동원시스템즈
2014,74.48474396037605,동원시스템즈
2015,366.8749871142863,동원시스템즈
2016,-1.8707417303700957,동원시스템즈
2017,-19.968214424768817,동원시스템즈
2018,-31.664653524638343,동원시스템즈
2019,-8.297983180769508,동원시스템즈
2020,-29.62253935857787,동원시스템즈
2021,104.48285308694243,동원시스템즈
2022,11.927542530601198,동원시스템즈
2012,,동일고무벨트
2013,6.79848765545088,동일고무벨트
2014,16.005115754752588,동일고무벨트
2015,50.895448075927476,동일고무벨트
2016,-7.091487110564643,동일고무벨트
2017,-14.510234123401244,동일고무벨트
2018,-24.61833109330812,동일고무벨트
2019,-13.961341064170652,동일고무벨트
2020,31.85888901712557,동일고무벨트
2021,16.873974607653874,동일고무벨트
2022,-23.10952277494448,동일고무벨트
2010,,동일산업
2011,-2.188718215091623,동일산업
2012,-23.394847001945628,동일산업
2013,0.32449113833015186,동일산업
2014,6.635400852066686,동일산업
