,corp_code,corp_name,account_nm,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
0,159698,지역난방공사,자본총계,1.1770107630817093,1.5488081320713922,-1.6725485669315014,-14.519331875831407,3.819035367050138,7.019784185284631,6.727200599215901,4.059797710647532,7.232557151691436,-0.507173719332478,6.705232467939276
1,458234,아시아나IDT,자본총계,16.944344332496623,-6.283905673901939,-5.695104994962249,6.22271457676697,14.154268575130876,20.345357623587244,,,,,
2,1009789,코스맥스,자본총계,7.378087712017423,-10.685314122741477,5.788709777324643,8.709081309364839,6.795555416691731,15.16538969910993,19.566544915527075,19.56533147442877,,,
3,102113,경인양행,자본총계,10.803225533310743,-3.319684374731277,6.895785302630562,6.168180233156541,2.2657454111402804,3.282643025944248,1.8251779293156831,5.119206800488754,5.38393477186932,1.6494550423121708,4.696178819352918
4,168331,국동,자본총계,-7.765320774746624,12.730656335018576,-6.9078977620663755,4.356388342512791,-21.03585705719388,12.003212782866662,16.766765168256228,31.071544208498192,26.01393892993932,-76.54040238779677,-20.69289943809714
5,612294,피엔티,자본총계,29.657449298426545,27.55377075659534,-4.207511936817668,1.0628356329962114,3.784922049515712,5.533105937402382,-0.43236331527175126,11.236192468661478,6.9147399734655055,19.05626872243039,
6,210856,코아스,자본총계,-27.656185847113424,-7.266394972427992,8.374385306432783,-0.5306660676427993,-2.3535760364147484,-31.288415558903175,-35.29596516626625,1.4501348938001515,-21.331552863590666,2.854086333806526,2.4285506286804805
7,1108099,현대코퍼레이션홀딩스,자본총계,5.913055949301537,9.965496830374992,5.409667799186034,2.2195276459333004,6.7425739890214205,3.4251475330275465,9.461678492351657,,,,
8,573579,평화산업,자본총계,0.7892641356731376,-30.48445298898726,-21.539515599869063,-199.105224161519,-11.628015303773005,2.9078965058020896,4.821250308785706,-3.957067985465703,5.623782435056274,-6.068395122973345,-0.3092848809944594
9,366137,KG ETS,자본총계,15.584539720014021,2.539704433925998,40.33950535807136,7.504346554280353,7.9676482801182615,3.562692599209312,14.776538763192981,13.503933107748797,11.548735433353807,,
10,168401,금비,자본총계,3.191404484978866,-2.2977968851552766,6.494226497767376,6.507007061526298,4.430190633894799,8.990574337842107,5.517673630465482,2.3750737431360522,1.4849558376185912,1.82235906251621,4.649735088655665
11,117629,동양철관,자본총계,-4.4839841275471795,8.044196074805381,2.2290817737389017,-8.319654313545975,-57.78213048829648,-18.194062039618004,2.6241984376330505,-14.322546717391008,-8.806083836502665,2.408492871182444,3.9971926731490868
12,123107,보락,자본총계,3.721655865069747,0.8965705890515445,1.4757217917736434,2.5253066078915234,2.8661690317520314,7.093489875457141,-0.431032298676885,5.0554742099049745,1.834181769912947,0.32422138695018937,2.292180385603935
13,141389,영풍정밀,자본총계,3.675195411860852,4.737841434309889,4.423006089199828,3.976920578044278,2.9370239945994934,2.339312809857757,3.0606453091653,3.517062264438757,3.565091520559164,6.602808718274389,7.211484290296391
14,104999,윌비스,자본총계,15.350352411005948,-37.662458163579466,-22.531467983441555,-4.716811567864574,1.2259460625406366,-4.217746337756142,-2.7632527409162906,-3.5803636590814807,7.438428692070601,12.451904327406154,10.63125891653371
15,158219,시그네틱스,자본총계,89.61837390133307,133.11645319925495,54.41962890026385,165.50444541403613,116.29463935706852,131.1999320755458,60.21310617886385,28.836993850934167,12.402012233160177,8.42380757677911,13.074727222583723
16,115977,아이에스동서,자본총계,4.049704032431311,0.6001027820116692,1.307007366436425,1.7889791458420072,-2.795992041080575,-2.600662917761808,5.466121870521625,0.5569952596320186,5.429370650813429,14.31009415737156,13.238805442617208
17,134477,SNT중공업,자본총계,-0.8947766867012765,0.9566897988705282,1.9231643821897884,-0.6942432297065148,0.17317193249505114,0.12306921551943412,-0.8149747526666208,0.6136434022119442,0.44343664761324714,1.7389978221015414,0.9189965753772894
18,142661,우성,자본총계,15.53895850457436,-2.3997259676996343,6.344609996310485,6.952445338183812,14.325880141200928,14.293351210404474,11.55781548803296,18.441326922489235,19.202978710180755,17.18449586721049,18.959428955774218
19,133991,세아특수강,자본총계,-1.6307531931855024,-0.7276653208970931,0.23008915159592722,0.9998739358811592,0.1089022525229483,-0.4326397582869182,-2.378522565501098,-0.5417689326010325,0.9445368141261126,0.13953273870237587,4.733922217775153
20,152039,SG글로벌,자본총계,34.48369049844304,67.34855632229053,15.57903038807447,14.557447262053405,44.83197294959203,27.776691381772046,16.16294772672561,18.799897894063637,23.69212736637299,,
21,155531,풍산홀딩스,자본총계,3.693995424666982,-1.8968582720710891,-1.603630306029188,-5.480296488666639,-5.518941600444107,-2.875961516642428,3.3990105945532525,4.473375276738898,10.9583691308269,1.9921772583646888,2.7293642964959166
22,855093,선진,자본총계,1.6179285456900672,2.4622853055100955,2.108629282031761,8.65205942412768,2.756402537650886,-3.8743643435764126,0.2765864557561528,9.66259457383874,9.803750447806475,,
23,378628,KH바텍,자본총계,0.8547118282993399,1.7148592351667147,-0.06927673448094836,0.18820180624737615,0.5044685352840981,0.3482289201055625,0.5239144391739583,-0.8465948760400678,0.48219923895985006,,
24,176835,농우바이오,자본총계,-595.8021093845039,-631.9597922029743,-567.562437399158,-169.77103144293108,-195.08249821972757,-82.66391863113132,-687.7483520336599,81.57615960383269,383.5408246800277,572.5288378209952,786.9608538189073
25,148948,조비,자본총계,-20.22588346591374,-42.6747897139755,3.9997741429417566,-40.11116342242929,-16.31445006441928,36.75764756810026,63.254125300908235,79.52476259407368,151.2293541929338,,
