,corp_code,corp_name,stock_code,account_nm,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
91,00161125,한온시스템,018880,자산총계,8233732861760.0,7807411034423,7082369012654.0,5355780831974.0,4119580910340.0,3859737521306.0,3459361438238.0,3240023316372.0,2953898412474.0,2236209330920.0,2047728253683.0
92,00122737,팬오션,028670,자산총계,6488779000000.0,4659327000000,4454177000000.0,4119496000000.0,3894362000000.0,4330646000000.0,4314284000000.0,4557930000000.0,4880129000000.0,7150182.0,7016406.0
93,00313649,현대바이오,048410,자산총계,80528215833.0,93740989045,64220394446.0,54008494105.0,49498780886.0,53381060671.0,43413786519.0,32807087355.0,30842883694.0,32060609472.0,30472054829.0
94,00728638,한세실업,105630,자산총계,1216241000843.0,1021055617765,1179455696933.0,1170729344805.0,1196058480851.0,1270684014712.0,992172304149.0,783233695276.0,682383722631.0,585712033481.0,513994136272.0
95,00161976,한세예스24홀딩스,016450,자산총계,2241273059610.0,1840012735335,1731430277344.0,1678316386749.0,1693645040414.0,1740589243370.0,1436140854544.0,1121319002633.0,873460346182.0,777412081156.0,693150743222.0
96,00160232,KSS해운,044450,자산총계,1446228922766.0,1069527677719,957238168720.0,904473325452.0,913641653058.0,647988184056.0,545679903415.0,494936207991.0,339056173448.0,309112196211.0,290211266064.0
97,00131692,서흥,008490,자산총계,809954854056.0,765989775630,708861042205.0,639100629515.0,595288907066.0,585890727422.0,556754828849.0,491207875928.0,466545007809.0,,
98,00231363,LG유플러스,032640,자산총계,19370515000000.0,18350190000000,17941050000000.0,13939948000000.0,11935453000000.0,11989117000000.0,11950998000000.0,12012660000000.0,11775047000000.0,11088697.0,11048543.0
99,00428729,대호에이엘,069460,자산총계,145025262064.0,101175472248,80920215763.0,88671125837.0,88319324206.0,87036747526.0,89999596781.0,110290375378.0,126628810172.0,,
100,00141477,영흥,012160,자산총계,518961056304.0,337720310929,310862513483.0,292950381504.0,298109813424.0,300800390124.0,302807739138.0,342544250992.0,310024807135.0,270479406311.0,260785294393.0
101,00138224,쌍용씨앤이,003410,자산총계,3564764921137.0,3326801072629,3368012216454.0,3470185885730.0,3501201890318.0,3216246977470.0,2934452673939.0,3003332755964.0,3074311199085.0,3163501918000.0,3139163006076.0
102,00107613,이수페타시스,007660,자산총계,449678765264.0,389384712550,416712435733.0,505590088623.0,483286938478.0,551111729689.0,506297786592.0,521615979150.0,467565657217.0,340959737381.0,330050032312.0
103,00167208,흥아해운,003280,자산총계,247298683108.0,286775957768,430962722421.0,803698457189.0,873409135035.0,958532259342.0,791640801782.0,649240002692.0,571060117906.0,533571352793.0,530943510756.0
104,00136624,신영와코루,005800,자산총계,388668603657.0,373426209052,348312196066.0,345216230515.0,331622240420.0,334494513210.0,317693559471.0,300720370762.0,303645633119.0,295673750609.0,280438245169.0
105,00135050,팜젠사이언스,004720,자산총계,220323823004.0,135543934053,100034914320.0,98193428404.0,68480423387.0,64300324732.0,46449649518.0,42043232100.0,39329044849.0,42613630641.0,42823798161.0
106,00108940,대성홀딩스,016710,자산총계,1244012863048.0,1181125454544,1135842550336.0,1117337450347.0,1106188485403.0,1128442415119.0,1139355863599.0,1190198479838.0,1139214524307.0,1057796637022.0,936801247470.0
107,00459871,농심홀딩스,072710,자산총계,1328637732004.0,1248142699873,1216468898815.0,1194827992549.0,1145342998334.0,1171929233645.0,1084728406254.0,1034455582913.0,1027316749787.0,968293002435.0,989299513790.0
108,00309503,한국항공우주,047810,자산총계,5855223992714.0,5159070657348,4367135608525.0,3755863511022.0,3166223008512.0,2980840123007.0,2808157934798.0,2108950000000.0,1951527000000.0,1892522.0,1755477.0
109,00260930,에스엠,041510,자산총계,1314942073873.0,1068872535478,1115620586546.0,1002473549711.0,797509023895.0,525082697414.0,459709219858.0,382685413113.0,392328201507.0,,
110,00242378,이지홀딩스,035810,자산총계,2313396923362.0,1799077124024,1786551705047.0,1703702492398.0,1480823032669.0,1509864201790.0,1581003508021.0,1494403345575.0,1474743121853.0,1230493523247.0,1081533234812.0
111,01412822,솔루스첨단소재,336370,자산총계,1011599745576.0,841168486543,494200175438.0,,,,,,,,
112,00593032,LF,093050,자산총계,2541137894593.0,2479439883815,2417125014216.0,1651840925264.0,1594829432937.0,1581137588874.0,1474852963846.0,1402966835238.0,1291580453585.0,1208059896763.0,1172742301830.0
113,00126566,한화에어로스페이스,012450,자산총계,11045830630560.0,9464815678256,8708410720271.0,7396686212948.0,5747573160594.0,5652438366206.0,4107930433923.0,3601728499145.0,3434224083597.0,3240938017359.0,3203519628295.0
114,00819073,인크로스,216050,자산총계,230365261451.0,179307690932,144263389698.0,121311102730.0,124860423549.0,90530670717.0,53048991824.0,51545863284.0,,,
