,종목명,연도,누적수익률,종합등급,환경,사회,지배구조,코스피누적수익률,ROA,ROE,tobinQ
1928,동남합성,2012,186.5005953155465,3.0,2.0,3.0,3.0,-2.7295646259277606,3.314178288208383,3.790790649593338,1226.6934176604282
1929,동남합성,2013,44.93140453235797,3.0,2.0,3.0,3.0,-1.211480701073464,3.512421388057367,4.031073797470961,0.92387497469103
1930,동남합성,2014,-29.75213982969782,3.0,2.0,3.0,3.0,2.682664416041347,3.3978841521521925,4.561453947415018,0.8599696844358634
1931,동남합성,2015,9.823414571473954,3.0,2.0,3.0,3.0,2.619180850599334,5.06783227362456,6.450074926731187,0.9404696440570623
1932,동남합성,2016,62.67668984837727,3.0,2.0,3.0,3.0,0.2444370489387726,7.7178316716140785,10.648941849047462,1.1986542709304584
1933,동남합성,2017,48.87880635030059,3.0,2.0,3.0,3.0,14.838077441389274,1.7665982651082546,3.1648827664598445,1.6372381700780851
1934,동남합성,2018,10.307924380222545,3.0,2.0,3.0,3.0,17.010851881707566,6.462680819515429,9.521004604557316,1.3003268288206289
1935,동남합성,2019,12.927187193938815,2.0,1.0,2.0,3.0,-8.843387933206737,18.75104020344121,23.93788685755092,1.0267021522982442
1936,동남합성,2020,45.69060047817944,2.0,1.0,2.0,3.0,-4.513590962862269,12.23494149733459,20.293076247409022,2.625995785401007
1937,동남합성,2021,138.53723491560945,2.0,1.0,2.0,3.0,47.72737409420227,12.942161834011308,25.347862326887043,4.67535976663639
1938,동방,2011,25.88006111244177,3.0,3.0,3.0,3.0,np.NAN,,,0.5554145681407833
1939,동방,2012,109.6505795443556,3.0,2.0,3.0,3.0,-2.7295646259277606,,,0.7127322250441748
1940,동방,2013,-8.63330662759667,3.0,3.0,3.0,3.0,-1.211480701073464,-3.988971542837965,-19.72458919829493,0.4378769178203723
1941,동방,2014,-58.33013937217878,3.0,2.0,3.0,3.0,2.682664416041347,-2.17375623374446,-12.229627146121672,0.4048624682501205
1942,동방,2015,-8.765384127589126,3.0,3.0,3.0,3.0,2.619180850599334,-2.721695673184436,-14.797815983448537,0.4866613297037466
1943,동방,2016,15.89481961142958,3.0,3.0,3.0,3.0,0.2444370489387726,2.4763815585957136,9.77607623596118,0.3906659469754703
1944,동방,2017,-21.51404838906965,3.0,3.0,3.0,3.0,14.838077441389274,-1.7235076914301792,-7.381459102299025,0.4577239237962313
1945,동방,2018,-23.905655170367456,3.0,2.0,3.0,3.0,17.010851881707566,2.8517219773373648,12.13724355084879,0.458641266549036
1946,동방,2019,-3.025396741785469,2.0,3.0,2.0,2.0,-8.843387933206737,-1.3795770369852045,-7.496872436286786,0.5133677267232093
1947,동방,2020,14.188250068383956,2.0,3.0,2.0,2.0,-4.513590962862269,2.542953177380507,11.472834856433671,0.6031011605812399
1948,동방,2021,225.6067767820754,2.0,3.0,1.0,3.0,47.72737409420227,-0.0676874035273906,-0.2735452424912097,1.7315010703683376
1949,동방아그로,2011,-0.0939563886290684,3.0,3.0,3.0,,np.NAN,4.293295819860599,5.691615774399359,0.7595109566017016
1950,동방아그로,2012,1.4729478566745111,3.0,3.0,3.0,3.0,-2.7295646259277606,4.167387305429214,5.570488662254462,0.7649660035051331
1951,동방아그로,2013,0.952561832663812,3.0,3.0,3.0,3.0,-1.211480701073464,4.087429955844128,5.463090397113374,0.7619693027240934
1952,동방아그로,2014,0.7480840289038948,3.0,3.0,3.0,3.0,2.682664416041347,4.708122724339333,6.333764814554027,0.7507220822144604
1953,동방아그로,2015,11.643954936241352,3.0,3.0,3.0,3.0,2.619180850599334,3.3624033708886394,4.634568811523959,0.8124774210203848
1954,동방아그로,2016,7.571987345130027,3.0,3.0,3.0,3.0,0.2444370489387726,3.460862083623721,4.637388373679052,0.7528801234579804
1955,동방아그로,2017,-1.2472149190783544,3.0,3.0,3.0,3.0,14.838077441389274,3.2860777880356693,4.555974399407156,0.7390958366371755
1956,동방아그로,2018,5.713694025831972,3.0,2.0,3.0,3.0,17.010851881707566,3.313472656341625,4.627306107245756,0.7627068442320101
1957,동방아그로,2019,-0.7301308205078683,2.0,1.0,2.0,3.0,-8.843387933206737,3.333392376640097,4.715273572197029,0.6957052037784164
1958,동방아그로,2020,-14.747100382574452,2.0,1.0,2.0,3.0,-4.513590962862269,3.433824030652389,4.7472757106716665,0.5804884687582663
1959,동방아그로,2021,6.570961971664224,2.0,1.0,2.0,4.0,47.72737409420227,3.426762332932764,4.762671490425951,0.7060675453005736
1960,동부건설,2011,-10.037470389786618,3.0,4.0,3.0,3.0,np.NAN,1.470503008780758,8.957453617468646,0.2903806752563055
1961,동부건설,2012,-42.56899128360557,3.0,4.0,3.0,3.0,-2.7295646259277606,-5.178201277798542,-29.66034330682426,0.2201021504463367
1962,동부건설,2013,-42.05987186563617,3.0,3.0,3.0,3.0,-1.211480701073464,-7.090648861293121,-50.878285524099695,0.3567837058612972
1963,동부건설,2014,-50.12972296045286,3.0,3.0,3.0,3.0,2.682664416041347,-27.468793045012944,-959.258349979224,3.1165373724744407
1964,동부건설,2015,-74.65300633871098,,,,,2.619180850599334,-11.9462418980035,-101.71487597212568,1.162213596219407
1965,동부건설,2016,-46.35474829186714,,,,,0.2444370489387726,7.869664851785616,21.21214713215745,0.4910878128736854
1966,동부건설,2017,0.2154383800981429,,,,,14.838077441389274,15.244199076220562,31.662964862617017,0.8608964745618698
1967,동부건설,2018,-33.011940873014744,,,,,17.010851881707566,10.360283622037816,20.433410484779984,0.5276581520481681
1968,동부건설,2019,-28.869094676577976,2.0,2.0,3.0,3.0,-8.843387933206737,6.705284924967933,14.218951627498631,0.4418767705785004
1969,동부건설,2020,5.766352607356895,2.0,2.0,3.0,3.0,-4.513590962862269,4.645132658576294,9.63901825029449,0.4997471352453804
1970,동부건설,2021,59.42293980802167,2.0,2.0,1.0,4.0,47.72737409420227,9.229263088482456,20.811656945342747,0.5766777271466671
1971,동서,2011,1.5508799467331746,,,,,np.NAN,13.456289769278335,15.225378127963312,1.2186824164108072
1972,동서,2012,-4.548480281598177,,,,,-2.7295646259277606,9.719171353267232,10.799200224966135,0.9938852264382564
1973,동서,2013,48.6463454493683,,,,,-1.211480701073464,11.366983744735268,12.601419957557743,1.4980425451695174
1974,동서,2014,92.80146552698156,,,,,2.682664416041347,11.142851268515576,12.195665759441106,1.824985289661676
1975,동서,2015,117.62183619586196,,,,,2.619180850599334,9.677685721029604,10.664824387225451,2.852172569059737
1976,동서,2016,63.991962664018345,,,,,0.2444370489387726,9.220458030047595,10.218795731805187,2.558378899141908
1977,동서,2017,-15.166201313575078,3.0,3.0,3.0,3.0,14.838077441389274,9.08472212803507,10.12845121118082,2.262711249689141
1978,동서,2018,-20.65926662390374,3.0,3.0,3.0,3.0,17.010851881707566,8.41915094315821,9.352218020604978,1.7985653598177875
1979,동서,2019,-34.06181373728375,2.0,2.0,3.0,2.0,-8.843387933206737,9.505678762432222,10.40098886356829,1.3919706700544563
1980,동서,2020,-11.94121517161426,2.0,1.0,3.0,2.0,-4.513590962862269,7.903467546057999,8.630394665392984,1.657065231384025
1981,동서,2021,70.679606842326,2.0,1.0,2.0,3.0,47.72737409420227,7.275828893453568,7.948715185492508,2.1267366292716803
1982,동성제약,2011,-19.40903895157906,3.0,3.0,3.0,,np.NAN,-6.305072237764805,-13.047376765820662,0.4340853854766854
1983,동성제약,2012,113.38949507850316,3.0,3.0,3.0,3.0,-2.7295646259277606,1.272953202602178,2.705206748562586,1.2124731914657894
1984,동성제약,2013,253.2398360707878,3.0,2.0,3.0,3.0,-1.211480701073464,-1.5644214150491973,-3.233974754282166,1.484377443714873
1985,동성제약,2014,37.811978379730185,3.0,2.0,3.0,3.0,2.682664416041347,-8.153294246381355,-19.686911326212257,1.883491906668095
1986,동성제약,2015,24.90506834107937,3.0,3.0,3.0,3.0,2.619180850599334,0.3664615025704116,0.787799819296816,2.089914643802595
1987,동성제약,2016,15.009500669719332,3.0,2.0,3.0,3.0,0.2444370489387726,-1.3242608697705265,-2.98530217892431,2.089851357115057
1988,동성제약,2017,-25.897217393327963,3.0,3.0,3.0,3.0,14.838077441389274,-0.159652457926379,-0.3084831452159475,1.5032309472408591
1989,동성제약,2018,292.7667379450557,3.0,2.0,3.0,3.0,17.010851881707566,-4.097516711111637,-9.993244116368496,10.0989225921281
1990,동성제약,2019,332.4011915490039,2.0,2.0,2.0,2.0,-8.843387933206737,-6.365424084781034,-11.962055741985171,6.449674395045537
1991,동성제약,2020,-39.75556868400116,2.0,1.0,3.0,3.0,-4.513590962862269,-11.198967846643049,-25.622636508038493,5.585142290664991
1992,동성제약,2021,-39.59816991514747,2.0,1.0,2.0,4.0,47.72737409420227,-4.123881216118242,-9.286812262342451,5.775426495214834
1993,동아쏘시오홀딩스,2011,-15.3636192446308,3.0,4.0,3.0,3.0,np.NAN,7.151886242756049,12.383544460108684,1.2483637124375508
1994,동아쏘시오홀딩스,2012,-22.14508406472636,4.0,4.0,3.0,4.0,-2.7295646259277606,4.345785216745961,8.497397528084818,1.1669246026333595
1995,동아쏘시오홀딩스,2013,69.39832095853724,3.0,4.0,3.0,3.0,-1.211480701073464,2.171982050593706,4.171215994141202,1.5283134805698504
1996,동아쏘시오홀딩스,2014,89.89667378744493,3.0,3.0,3.0,3.0,2.682664416041347,0.599898992274697,1.2133931926522563,1.003277639824635
1997,동아쏘시오홀딩스,2015,27.235148214054128,3.0,3.0,3.0,3.0,2.619180850599334,5.444536534360147,11.053816499547048,1.2397108036642537
1998,동아쏘시오홀딩스,2016,42.03284782092533,3.0,3.0,3.0,3.0,0.2444370489387726,12.529487553265978,20.05924873280108,1.0454727681654006
1999,동아쏘시오홀딩스,2017,-15.895686392739004,3.0,2.0,3.0,3.0,14.838077441389274,2.2298463103354087,3.559577986722376,0.8549652729799667
2000,동아쏘시오홀딩스,2018,-36.84173070742786,3.0,2.0,4.0,3.0,17.010851881707566,-13.196326498501168,-22.274768429875248,0.950005815433072
2001,동아쏘시오홀딩스,2019,-25.806432516251256,4.0,2.0,4.0,5.0,-8.843387933206737,1.47030372486019,2.674401397675209,0.8237032980427468
2002,동아쏘시오홀딩스,2020,-10.163404506033135,4.0,2.0,5.0,5.0,-4.513590962862269,10.744577539653786,18.269120570275767,0.729113548008173
2003,동아쏘시오홀딩스,2021,19.430976626359907,5.0,4.0,6.0,5.0,47.72737409420227,3.577634689831565,6.143066328634216,0.7447921167015332
2004,동아에스티,2013,np.NAN,,,,,-1.211480701073464,-7.052404756069746,-14.955496358042634,1.947661756889777
2005,동아에스티,2014,-19.965643539006017,,,,,2.682664416041347,3.470863216424441,7.689328100120979,1.6199257475757691
2006,동아에스티,2015,-3.815740052573846,3.0,4.0,3.0,3.0,2.619180850599334,4.567140370098933,8.771333546656344,1.8012021507974996
2007,동아에스티,2016,22.052431074222834,3.0,4.0,4.0,3.0,0.2444370489387726,0.9977317485806872,1.8061073115443345,1.7677439298569364
2008,동아에스티,2017,-26.301820191785,3.0,3.0,3.0,3.0,14.838077441389274,-0.5996910911196692,-0.9283554284595464,1.3153619029435957
2009,동아에스티,2018,-18.951295349108065,3.0,3.0,5.0,3.0,17.010851881707566,0.8442069281795573,1.3823393820611638,1.498655967195659
2010,동아에스티,2019,6.782275406205884,4.0,3.0,5.0,4.0,-8.843387933206737,7.029581471413585,10.979620003492546,1.3138825936575065
2011,동아에스티,2020,-11.869536848782325,4.0,1.0,4.0,5.0,-4.513590962862269,2.763725026086288,4.221006880156156,1.1351745458515017
2012,동아에스티,2021,-17.364726615748715,5.0,4.0,6.0,5.0,47.72737409420227,1.1484153366708052,1.9525528147212985,1.025237516266519
2013,동아지질,2011,-16.723651842054267,3.0,3.0,3.0,3.0,np.NAN,8.793233088477688,14.102940887874816,1.0806414728193097
2014,동아지질,2012,-34.29274256733418,3.0,3.0,3.0,3.0,-2.7295646259277606,3.025411781065772,5.122262404583547,0.8866881374777122
2015,동아지질,2013,-21.743206594826013,3.0,3.0,3.0,3.0,-1.211480701073464,0.9266500140768054,1.571244532714194,0.8268375162951704
2016,동아지질,2014,-16.78682875240318,3.0,3.0,3.0,3.0,2.682664416041347,1.8069172417118264,3.0983423014091698,0.7063236324504234
2017,동아지질,2015,-17.500761689353638,3.0,2.0,3.0,3.0,2.619180850599334,1.7353238504203143,3.253173635287924,0.6907930861747512
2018,동아지질,2016,3.206278583529265,3.0,3.0,3.0,3.0,0.2444370489387726,3.804069861950856,7.60837058231552,0.6838312364032298
2019,동아지질,2017,48.84680307262364,3.0,3.0,3.0,3.0,14.838077441389274,6.639120506653537,10.94801634304168,0.8993618788640279
2020,동아지질,2018,87.25244889082006,3.0,3.0,3.0,3.0,17.010851881707566,6.575773155387843,10.714814552281222,1.1170874567331124
2021,동아지질,2019,65.70323795334494,2.0,2.0,3.0,3.0,-8.843387933206737,5.908874420573638,9.821935751474117,1.230178116782762
2022,동아지질,2020,-3.7366626847970985,2.0,2.0,2.0,2.0,-4.513590962862269,0.6099090032550444,1.0662355582928056,0.8529459217986156
2023,동아지질,2021,-5.730897467602403,2.0,1.0,1.0,3.0,47.72737409420227,1.3365098535301747,2.2940367180274737,1.0737712484417008
2024,동양,2011,-29.84162463840797,3.0,3.0,3.0,,np.NAN,-3.6783270039856175,-37.788687120134185,0.8751370545910047
2025,동양,2012,-63.76959389941293,3.0,3.0,3.0,3.0,-2.7295646259277606,-2.7591352897529777,-40.00051315412586,0.9563528952552908
2026,동양,2013,-43.91569906242054,3.0,3.0,3.0,3.0,-1.211480701073464,-60.0510916364567,140.2558255187091,-0.445947958429948
2027,동양,2014,-74.862017084294,,,,,2.682664416041347,76.10581340188835,168.55953418414086,0.4378125095642479
2028,동양,2015,-60.30158060364828,,,,,2.619180850599334,51.2825621510722,63.2602048041542,0.5312244376463029
2029,동양,2016,173.34896907990105,,,,,0.2444370489387726,2.4342579364792387,2.8349582765524897,0.8687060245509702
2030,동양,2017,16.386965901162753,3.0,3.0,3.0,3.0,14.838077441389274,1.6095910372619795,1.852885185110153,0.6195566093037268
2031,동양,2018,-38.66411906298676,3.0,3.0,3.0,3.0,17.010851881707566,0.3208023930345979,0.3759684095070612,0.5677787675045117
2032,동양,2019,-25.84083828315205,2.0,2.0,1.0,2.0,-8.843387933206737,-0.2224337272401439,-0.2762679597133747,0.4858615283605002
2033,동양,2020,-38.118439724470974,2.0,2.0,2.0,3.0,-4.513590962862269,-2.9003925571222555,-3.7083719441059175,0.3450800519775088
2034,동양,2021,-8.34996276906903,2.0,2.0,2.0,4.0,47.72737409420227,1.1165642700827652,1.434503349620631,0.5084983480696622
2035,동양고속,2011,-29.142184213817025,3.0,3.0,3.0,,np.NAN,7.75146558908513,16.896029237404242,0.3330291145199482
2036,동양고속,2012,-19.03660900712144,3.0,3.0,3.0,3.0,-2.7295646259277606,-0.9213732031568952,-1.7225524530104988,0.4730607702867461
2037,동양고속,2013,37.69958050899276,3.0,3.0,3.0,3.0,-1.211480701073464,3.1666405765573447,5.912434563489423,0.5525075274232294
2038,동양고속,2014,30.088248079143632,3.0,3.0,3.0,3.0,2.682664416041347,5.214471325314891,9.438133917384109,0.5629920969943224
2039,동양고속,2015,60.03214469961973,3.0,2.0,3.0,3.0,2.619180850599334,6.568465939922204,12.014682644301496,0.7636540976293031
2040,동양고속,2016,40.06478098142557,3.0,3.0,3.0,3.0,0.2444370489387726,2.9369581642197766,5.524045530225124,0.7447701430488645
2041,동양고속,2017,0.638418163551524,3.0,2.0,3.0,3.0,14.838077441389274,-0.8365299445881537,-1.4368375888045914,0.7673994880990908
2042,동양고속,2018,-5.495043025304247,3.0,3.0,3.0,3.0,17.010851881707566,0.6965884502120905,1.2113435071695842,0.6957112016116201
2043,동양고속,2019,-6.341086396797103,3.0,2.0,3.0,4.0,-8.843387933206737,17.52652225446198,24.768494366322336,0.5985400620984357
2044,동양고속,2020,3.118388509590142,3.0,2.0,3.0,4.0,-4.513590962862269,-9.775309873827387,-15.330929389899609,0.7144435300738409
2045,동양고속,2021,-15.763393142617964,3.0,2.0,2.0,4.0,47.72737409420227,-14.182129999364705,-28.330794712840035,0.7687554409882669
2046,동양생명,2011,2.6726459652296253,3.0,4.0,3.0,,np.NAN,,,
2047,동양생명,2012,-10.725182142498246,3.0,4.0,3.0,3.0,-2.7295646259277606,,,
2048,동양생명,2013,-18.46313979273203,3.0,4.0,3.0,3.0,-1.211480701073464,,,
2049,동양생명,2014,-6.541082035487,3.0,4.0,3.0,3.0,2.682664416041347,,,
2050,동양생명,2015,23.73434352886916,4.0,5.0,4.0,3.0,2.619180850599334,,,
2051,동양생명,2016,6.943052111978498,4.0,6.0,3.0,3.0,0.2444370489387726,,,
2052,동양생명,2017,-27.46680284078772,3.0,4.0,3.0,3.0,14.838077441389274,,,
2053,동양생명,2018,-39.034010216344704,3.0,4.0,4.0,3.0,17.010851881707566,,,
2054,동양생명,2019,-55.96812956590989,3.0,1.0,4.0,3.0,-8.843387933206737,,,
2055,동양생명,2020,-54.43517150550462,3.0,1.0,4.0,4.0,-4.513590962862269,,,
2056,동양생명,2021,30.92094038252961,4.0,2.0,5.0,4.0,47.72737409420227,,,
2057,동양철관,2011,17.10027781209831,3.0,2.0,3.0,3.0,np.NAN,2.114499293375333,3.997192673149087,1.3128704074193378
2058,동양철관,2012,61.75520342651424,3.0,2.0,3.0,3.0,-2.7295646259277606,1.2274637443261878,2.408492871182444,1.5309701488505931
2059,동양철관,2013,14.033660162823146,3.0,2.0,3.0,3.0,-1.211480701073464,-4.042250008530368,-8.806083836502665,1.3253227948496398
2060,동양철관,2014,-39.35544174509006,3.0,2.0,3.0,3.0,2.682664416041347,-6.668874268485034,-14.322546717391008,1.1448120488301223
2061,동양철관,2015,-27.223170156747223,3.0,2.0,3.0,3.0,2.619180850599334,1.307309180635606,2.6241984376330505,1.1172351061885526
2062,동양철관,2016,8.034527443967443,3.0,2.0,3.0,3.0,0.2444370489387726,-9.171002684796614,-18.194062039618004,1.4008684784870566
2063,동양철관,2017,1.0480838610345655,3.0,2.0,3.0,3.0,14.838077441389274,-20.35230814246644,-57.78213048829648,1.959101355164483
2064,동양철관,2018,45.95612662422113,3.0,1.0,3.0,3.0,17.010851881707566,-4.019736299338369,-8.319654313545975,2.551527974878085
2065,동양철관,2019,15.55348365902509,2.0,2.0,2.0,2.0,-8.843387933206737,1.0837466250204562,2.2290817737389017,1.902102809288444
2066,동양철관,2020,-42.17440738834344,2.0,2.0,2.0,2.0,-4.513590962862269,4.589413171519213,8.044196074805381,1.3522357648822891
2067,동양철관,2021,10.48323068764574,2.0,1.0,1.0,3.0,47.72737409420227,-2.0285966481913262,-4.48398412754718,2.041312960491782
2068,동원F&B,2011,12.61956178407213,3.0,2.0,3.0,3.0,np.NAN,3.802033792288512,8.968242868187092,0.5496632989786175
2069,동원F&B,2012,39.56273537027053,3.0,3.0,3.0,3.0,-2.7295646259277606,3.911974040191931,9.516613959949776,0.6780566493906014
2070,동원F&B,2013,109.43875607792997,3.0,2.0,3.0,3.0,-1.211480701073464,3.998538526837242,8.566522865993,1.057055734472978
2071,동원F&B,2014,241.04451817762603,3.0,2.0,3.0,3.0,2.682664416041347,6.596345890568656,12.363194458328495,1.982372613007176
2072,동원F&B,2015,224.89005997502284,3.0,2.0,3.0,3.0,2.619180850599334,5.7460603268696,10.529538334793695,2.7484090807079795
2073,동원F&B,2016,15.972022438682988,3.0,2.0,4.0,3.0,0.2444370489387726,4.644569550981012,9.134098566956215,1.8236491014238627
2074,동원F&B,2017,-40.743988603893,3.0,2.0,5.0,4.0,14.838077441389274,3.7518223743795263,8.658680136029648,1.4231857793497185
2075,동원F&B,2018,-2.435014690408454,3.0,1.0,3.0,3.0,17.010851881707566,4.042230873108522,8.970360274840154,1.6754607411070257
2076,동원F&B,2019,14.071596748456615,3.0,2.0,3.0,3.0,-8.843387933206737,4.173101398809522,9.639371571576572,1.421856358882625
2077,동원F&B,2020,-28.2187288255232,3.0,3.0,4.0,3.0,-4.513590962862269,4.627926392358075,10.433327221148424,0.9004335883471155
2078,동원F&B,2021,-18.695086283681363,4.0,3.0,5.0,3.0,47.72737409420227,3.5903623299054463,8.70008095655243,0.9850783616192308
2079,동원금속,2011,69.24066004547416,,2.0,,3.0,np.NAN,4.132733096007988,35.04870879985951,1.27074839000285
2080,동원금속,2012,65.26819608062793,3.0,2.0,3.0,3.0,-2.7295646259277606,4.305097138800417,30.8895519700538,0.9606061295099388
2081,동원금속,2013,-10.083197461689542,3.0,2.0,3.0,3.0,-1.211480701073464,1.2890420104103717,9.435233657805655,0.9293529101819482
2082,동원금속,2014,2.0199858615556066,3.0,2.0,3.0,3.0,2.682664416041347,2.1920392211840523,15.052580655228564,0.958632796858552
2083,동원금속,2015,27.34824446861095,3.0,3.0,3.0,3.0,2.619180850599334,0.3841877394410619,2.9798513977188543,1.2883920566172098
2084,동원금속,2016,67.67802370588163,3.0,3.0,3.0,3.0,0.2444370489387726,0.0547972191961147,0.4234940655756782,1.718488025288259
2085,동원금속,2017,62.48673551260855,3.0,4.0,3.0,3.0,14.838077441389274,-0.4229876176193374,-3.535961088228961,2.086534985387817
2086,동원금속,2018,-52.264752389936106,3.0,4.0,3.0,3.0,17.010851881707566,-2.3307787939202265,-18.291552719295968,0.8587105653418337
2087,동원금속,2019,-73.04711577428226,3.0,3.0,3.0,3.0,-8.843387933206737,-3.608936402467215,-39.46662944304232,0.8944296593315594
2088,동원금속,2020,-46.79052663179911,3.0,2.0,3.0,4.0,-4.513590962862269,3.3331083764665577,24.48653969333021,0.4494332786659726
2089,동원금속,2021,23.36014827213495,2.0,1.0,2.0,4.0,47.72737409420227,-5.996707848986744,-87.92230972018437,1.5747783402003157
2090,동원산업,2011,36.68535019506969,3.0,2.0,3.0,,np.NAN,8.841095359449143,23.255425230905782,1.181968254448967
2091,동원산업,2012,79.20355107595043,3.0,3.0,3.0,3.0,-2.7295646259277606,4.760262443639394,11.299027480257031,1.3407056323108557
2092,동원산업,2013,84.004688628039,3.0,3.0,3.0,3.0,-1.211480701073464,6.567011437969159,14.123225154742329,1.765462194481252
2093,동원산업,2014,46.4440684671567,3.0,3.0,3.0,3.0,2.682664416041347,4.003343766446743,8.505698554464727,1.6293193010001183
2094,동원산업,2015,-0.0048470893729501,3.0,3.0,4.0,3.0,2.619180850599334,0.4334652917235727,0.9893595753386996,1.439636889978679
2095,동원산업,2016,-10.454143252327263,3.0,3.0,3.0,3.0,0.2444370489387726,4.073682578273064,9.78539518224903,1.3075450999169884
2096,동원산업,2017,0.3972163466379852,4.0,3.0,5.0,3.0,14.838077441389274,6.555502493645476,18.572138308734683,1.1781533957896768
2097,동원산업,2018,-0.2506858188752292,3.0,2.0,3.0,3.0,17.010851881707566,2.738639995271639,7.291556666514534,0.9669565519849286
2098,동원산업,2019,-26.992820109263416,3.0,2.0,4.0,3.0,-8.843387933206737,1.7214325278325666,4.766300148780955,0.7556804633161255
2099,동원산업,2020,-29.71490076892086,3.0,2.0,3.0,4.0,-4.513590962862269,7.844267852206323,18.812226734712286,0.5628877796486461
2100,동원산업,2021,8.200386616898413,3.0,2.0,4.0,4.0,47.72737409420227,5.618341623573143,11.531915420812222,0.6135419766249303
2101,동원수산,2011,136.76195995106562,,2.0,,,np.NAN,,,1.097032847808788
2102,동원수산,2012,142.45481802128162,3.0,3.0,3.0,3.0,-2.7295646259277606,,,0.9686407200457112
2103,동원수산,2013,-15.992317364690267,3.0,2.0,3.0,3.0,-1.211480701073464,-6.471670270349099,-17.872190258758298,0.8269824585963526
2104,동원수산,2014,-44.078277519911005,3.0,2.0,3.0,3.0,2.682664416041347,-7.536101258837944,-21.94916583648614,0.8774579874344146
2105,동원수산,2015,-23.5517784233298,3.0,3.0,3.0,3.0,2.619180850599334,-0.7214652929882869,-2.01062308163522,1.0752222816587054
2106,동원수산,2016,16.009373063744658,3.0,3.0,3.0,3.0,0.2444370489387726,0.5748928496489131,1.6098744433715255,1.1757812682782507
2107,동원수산,2017,-1.3275109972142651,3.0,3.0,3.0,3.0,14.838077441389274,4.883591168629734,13.015915524979317,0.9314984697151212
2108,동원수산,2018,2.6609201709682173,3.0,3.0,3.0,3.0,17.010851881707566,1.4377063302825546,3.0607399000198026,0.9820973898113544
2109,동원수산,2019,0.3649521135965727,2.0,1.0,3.0,3.0,-8.843387933206737,5.889605582367351,11.424953512700286,0.8708883788723428
2110,동원수산,2020,-7.003493795450167,2.0,1.0,3.0,3.0,-4.513590962862269,-3.414969077774495,-6.96001342805933,0.814268338826512
2111,동원수산,2021,2.1682771977831417,2.0,1.0,2.0,4.0,47.72737409420227,7.281971555182944,12.891174979182743,0.7697455972668439
2112,동원시스템즈,2011,-19.464099722179963,,2.0,,3.0,np.NAN,,,1.5248262042193734
2113,동원시스템즈,2012,-26.33543870959123,3.0,2.0,3.0,3.0,-2.7295646259277606,,,1.4931373121955234
2114,동원시스템즈,2013,-28.325877062824134,3.0,2.0,3.0,3.0,-1.211480701073464,1.7345573134425512,4.569813859875596,0.979386227433808
2115,동원시스템즈,2014,36.72588994484806,3.0,2.0,3.0,3.0,2.682664416041347,0.034523628981105,0.1577708376088784,1.6160722873093418
2116,동원시스템즈,2015,714.6256258814011,3.0,2.0,3.0,3.0,2.619180850599334,3.623244616281268,14.80284931202323,5.615935349220319
2117,동원시스템즈,2016,358.1409619016793,3.0,2.0,3.0,3.0,0.2444370489387726,6.157537682011163,20.847946488479817,4.104918956042499
2118,동원시스템즈,2017,-21.46540243508498,3.0,2.0,5.0,4.0,14.838077441389274,7.171299048729579,17.270211972852813,2.6724469088124496
2119,동원시스템즈,2018,-45.31000203674726,3.0,2.0,4.0,3.0,17.010851881707566,5.659153815968445,11.856300058356045,1.707679346684136
2120,동원시스템즈,2019,-37.33510908168442,2.0,3.0,4.0,2.0,-8.843387933206737,4.053362389659283,8.156722331561578,1.5773264102664102
2121,동원시스템즈,2020,-35.46244920565576,2.0,3.0,3.0,2.0,-4.513590962862269,4.907960706299058,9.998208156002342,0.9804656358845684
2122,동원시스템즈,2021,43.90983944971998,3.0,2.0,4.0,3.0,47.72737409420227,3.226156202594329,7.234254696222401,2.1203394315887305
2123,동일고무벨트,2012,np.NAN,,,,,-2.7295646259277606,,,0.7538192493717206
2124,동일고무벨트,2013,6.79848765545088,,,,,-1.211480701073464,6.526276296198608,11.130003304946074,0.7169438216912767
2125,동일고무벨트,2014,23.891709229030944,3.0,2.0,3.0,3.0,2.682664416041347,8.12609913538953,13.46792346037006,0.7603319261225556
2126,동일고무벨트,2015,75.04643920913226,3.0,2.0,3.0,3.0,2.619180850599334,7.598910981881497,11.788879980480775,1.014240016811178
2127,동일고무벨트,2016,40.19471682519431,3.0,2.0,3.0,3.0,0.2444370489387726,6.459580027264451,10.057839130474608,0.8751589367185653
2128,동일고무벨트,2017,-20.572729851392136,3.0,2.0,3.0,3.0,14.838077441389274,0.4042033002360391,0.6207664314039626,0.6867143873628259
2129,동일고무벨트,2018,-35.55638773779627,3.0,2.0,3.0,3.0,17.010851881707566,3.612056353699456,5.499216342625523,0.498188710718634
2130,동일고무벨트,2019,-35.14262298923525,3.0,3.0,3.0,3.0,-8.843387933206737,2.941177051915642,4.277650526825981,0.421424431045036
2131,동일고무벨트,2020,13.44961979801842,4.0,3.0,4.0,4.0,-4.513590962862269,2.638697535124375,3.640341826568106,0.5304713775155595
2132,동일고무벨트,2021,54.10872446780984,4.0,3.0,4.0,4.0,47.72737409420227,1.9324297024069577,2.9011070480468875,0.5792317184453749
2133,동일산업,2011,-2.188718215091623,,3.0,,3.0,np.NAN,13.156332413378465,17.073270116317957,0.5494215317395154
2134,동일산업,2012,-25.071517939312848,,3.0,,4.0,-2.7295646259277606,10.534328335509349,12.34019197370743,0.4081427928728528
