,종목코드,종목명,2011_1분기,2011_2분기,2011_3분기,2011_4분기,2012_1분기,2012_2분기,2012_3분기,2012_4분기,2013_1분기,2013_2분기,2013_3분기,2013_4분기,2014_1분기,2014_2분기,2014_3분기,2014_4분기,2015_1분기,2015_2분기,2015_3분기,2015_4분기,2016_1분기,2016_2분기,2016_3분기,2016_4분기,2017_1분기,2017_2분기,2017_3분기,2017_4분기,2018_1분기,2018_2분기,2018_3분기,2018_4분기,2019_1분기,2019_2분기,2019_3분기,2019_4분기,2020_1분기,2020_2분기,2020_3분기,2020_4분기,2021_1분기,2021_2분기,2021_3분기,2021_4분기,2022_1분기
1059,101140,아티스,9932826857.142857,9804192000.0,10187059086.923077,10799646426.0,10799646426.0,20135219355.0,15171579060.0,12481634473.636364,14922996105.0,13235037652.5,12517354605.0,11319879725.0,10950480108.0,9401246982.0,13339282117.5,15907817694.583334,29433290291.42857,35433982169.28571,26410976818.75,33503972172.916668,30963606946.07143,56355338213.92857,47938028066.36364,51747412983.84615,43616556977.85714,57358798164.28571,63164249818.21429,62560554608.75,71210704847.85715,71260065618.07692,77210045925.0,102908221382.08331,134903713205.0,,,,,,,,,,,,
1060,001540,안국약품,74520000000.0,81956181450.0,87949288350.0,78564714517.6923,83941088070.0,83991974220.0,86826161520.0,91260831060.0,111141821385.0,117053570597.14284,107928800607.27272,113409748537.5,172311525400.0,156513129928.57144,214945228178.57144,159134613983.33334,202246719000.0,330578766928.5714,267369610000.0,236176488833.3333,222699321500.0,272167357357.14285,211880041272.7273,162478455307.69232,143233719642.85715,157533801571.42856,141789737428.57144,158248029333.33334,208585559857.14285,154101208615.3846,173938455818.18182,128283069383.33331,181522538357.14285,148637007928.57144,146727225000.0,138793086166.66666,101311655357.14284,160561506214.2857,209180351538.46155,172757721583.33334,169039079214.2857,185481844428.57144,149869262545.45456,139252915076.92307,148823328214.2857
1061,053800,안철수연구소,174527187142.85715,191228866732.14285,341164336884.61536,1311583916038.4614,865340127071.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,025970,알덱스,21510416452.142857,17278428205.142857,16446723555.23077,14719959120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,003190,알앤엘바이오,199217296712.5,214621438025.0,615849515222.3077,430971839822.3077,390434038843.9286,320730611415.3571,424652027465.7143,317115464209.5455,169844987554.64285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,007390,알앤엘삼미,11989172766.571428,9740766458.571428,25579757736.92308,18969621154.307693,17580476444.642857,13785611452.5,18300384450.0,15317145985.272728,12682565070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,046430,알에스넷,13486846524.857143,12099013095.142857,11609046809.23077,11049574673.846151,12265998400.857143,13744069902.857143,11089452040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,096610,알에프세미,62628147214.28571,52991262814.28571,47463946200.0,71658189900.0,103426353642.85716,82764285685.71428,87561458678.57143,95310657000.0,109198043035.71428,112823476071.42856,92652885000.0,78820781325.0,71551546392.85715,66475940142.85714,66435335292.85714,57388188000.0,64909753071.42857,68018924442.85714,57543839925.0,56785882725.0,64057051221.42857,75368402292.85715,86850082800.0,71470782900.0,63552390942.85714,61806382392.85714,54393096921.42857,51568159500.0,42168136725.0,37147190850.0,54543387600.0,47906955525.0,54799145421.42857,58157746585.71429,48827332125.0,43508096775.0,26704470485.0,35027941805.0,44779995332.30769,52505823720.0,51617388831.42857,49905029678.57143,44372065295.454544,53165632155.0,49452590980.35714
1067,061040,알에프텍,46569656250.0,40744607142.85714,33717908653.846157,37704086538.46154,65278125000.0,87928794642.85715,104143125000.0,124923579545.45454,178775892857.14285,130522321428.57144,115131250000.0,106047500000.0,113471428571.42856,84175580357.14285,64544419642.85714,71499322916.66667,96420535714.28572,87911214285.71428,86084833333.33333,101166083333.33331,83321071428.57143,66865500000.0,92086545454.54546,63690500000.0,124872750000.0,114681000000.0,105632250000.0,91686062500.0,90487500000.0,81951634615.38461,99718090909.09093,118348125000.0,114801955357.14284,166015490559.2857,148620972045.0,166018220223.33334,101592009231.42856,176756898214.2857,302658307250.0,288565681230.0,234997618937.14285,268587097830.0,202570740450.9091,186882907606.92307,180800053565.7143
1068,032290,알티전자,50760029818.57143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,117670,알파칩스,71378018742.85715,40723913828.57143,31476594018.46154,44319958892.30769,44410439314.28571,46258005394.28571,41280478765.71429,35680663505.454544,42505495405.71429,44459210468.57143,39938098385.454544,36452612640.0,48053931428.57143,51026102948.57143,44100599040.0,50908478400.0,50819542765.71429,41162854217.14286,35103755520.0,52682409600.0,63413976137.14286,83421624960.0,,,,,,,,,,,,,,,,,,,,,,,
1070,022220,애강리메텍,71527718692.85715,60084954178.57143,64493245476.92308,56735166784.61539,66067348400.0,69418742021.42857,63196216792.85714,51968905790.90909,50897333035.71429,43975295742.85714,46667040945.454544,35299258050.0,43829129042.85714,69970631021.42857,122124218056.42856,111401506999.16669,117277725307.14284,117462705946.42856,135356499786.66669,119321761371.25,114521513781.78572,,,,,,,,,,,,,,,,,,,,,,,,
1071,006840,애경유화,191378571428.57144,299528571428.5714,184384615384.6154,325979615384.61536,285086071428.5714,221546428571.42856,186050685714.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,052790,액토즈소프트,114209874792.85716,125999675675.0,111165839230.76924,116643054000.0,173592703428.57144,257779141714.2857,393160035714.2857,293307148745.4545,524442452300.0,475676897582.1429,544542136309.0909,336083191500.0,435092573485.7143,276907686721.4286,399833498771.4286,415832144162.5,363063282557.1429,365002687542.8571,455770898550.0,337416957441.6667,285248811650.0,226329494050.0,202766917300.0,151481914184.6154,239642993700.0,175179756792.85715,168907439328.57144,196492147316.66663,236850800764.2857,162376758415.3846,144053611300.0,105035014260.0,153368278642.85715,171659165700.0,135212280133.33331,138469838558.33334,66328745520.71429,101506329854.28572,153922359292.30768,109435078683.33331,101336370284.28572,139892912735.7143,122865318240.0,166255322961.53845,137262586057.14284
1073,131400,액트,50201785714.28571,37494642857.14286,33778846153.846157,62048076923.07692,66219642857.14286,48208928571.42857,57557142857.14286,56522727272.72727,63058928571.42857,53667857142.85714,45797727272.72727,36706250000.0,37012500000.0,32555357142.857143,28216071428.57143,24412500000.0,27016071428.57143,22483928571.42857,21387500000.0,20343750000.0,28832142857.142857,74393231553.92857,67150588679.09091,53184774837.30769,46692856528.21429,45322201099.28571,44603663671.78571,35797240233.75,37698280540.71429,56007810675.0,52305532562.72727,49321606920.0,56001608259.64286,61081386437.14286,81717856066.25,92771678288.33331,83656762900.0,137468008075.0,101926779986.53848,122619697716.66669,105364209985.71428,,,,
1074,030960,양지사,31452064285.714287,52545664285.71429,47270069230.76923,52813900000.0,44726878571.42857,47968535714.28571,44293135714.28571,39194581818.181816,33980328571.42857,32987285714.285717,31008463636.36364,27758591666.666668,29271935714.285717,31366457142.857143,30367707142.857143,32452716666.666668,131367014285.71428,202774785714.2857,140024750000.0,127001050000.0,130339728571.42856,111015342857.14284,97913818181.81818,97600923076.92308,97146985714.28572,93665628571.42856,140201671428.57144,143100900000.0,171385500000.0,172768384615.3846,164434200000.0,141609433333.33334,144927185714.2857,167618785714.2857,185834083333.3333,176179500000.0,114679328571.42856,162687814285.7143,147765830769.23077,155858266666.66666,197524214285.7143,215901214285.7143,183915272727.27277,146622646153.84616,146091442857.14285
1075,102120,어보브반도체,51396608767.5,45870266054.28571,50384529407.30769,47933462736.15385,60734650078.57143,47166005461.42857,53669726203.92857,47498192365.90909,70674181107.85715,93702216296.78572,87949033884.54546,96464582825.0,107302038865.71428,163210342007.85715,130560790897.85716,116586832907.5,107476635395.71428,103498328747.85716,98370594944.16669,103201098940.83331,123813882131.42856,159082381191.42856,173914016291.81818,138307312764.6154,168996969859.2857,146424132766.42856,134813463521.42856,135195913063.33331,112502521223.57144,92549591402.3077,97345501680.90907,75643946622.5,106404113854.28572,130386194367.85716,107609661323.33331,119482225363.33331,105793025999.28572,140475379565.7143,185327501343.84616,284155852575.0,224356541050.0,269564571139.2857,221420144863.63635,238055653403.84616,214691375996.42856
1076,042820,어울림 네트,20430051706.0,17239429704.857143,14142307375.384617,10155100259.538462,15478432650.0,15478432650.0,15478432650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,033280,어울림엘시스,5181055465.142858,8800619593.5,5531434294.0,5141235257.846154,11577361480.0,11577361480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,038320,어울림정보,7145389715.714286,7050077012.857142,5436719105.615385,7438436205.846154,9959278923.714285,10616906638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,045260,에너랜드,23803727437.857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,067630,에너지솔루션,21826644241.07143,22561538412.142857,14946209086.153849,13731936113.076923,14719331767.5,11186375641.071428,9851131864.285715,8177266669.090909,23413252358.57143,9251755768.928572,19036161481.81818,16875120195.833334,17819003362.5,22045947667.5,18377189010.0,17015120613.75,29587481280.0,75235851780.71428,63343587720.0,93274925660.0,,,,,,,,,,,,,,,,,,,,,,,,,
1081,011090,에넥스,16695454285.714285,17088479571.428572,20515770000.0,20515770000.0,30759912857.142857,40267227000.0,33615030428.57143,19177626000.0,26957672395.07143,35120820688.28571,33966176377.090908,45543654125.833336,78353368263.21428,113384201490.0,96950776973.21428,95561684809.58331,151114658561.7857,392602439172.8571,402493918075.8333,207046151001.25,249993738281.42856,183403016771.42856,155160198768.18182,138373027337.30768,164055712548.92856,136630962377.5,102264322318.92856,115333929822.5,107406462976.07144,104500823880.3846,89660234367.27272,76389356206.66667,94829643952.14284,82745613407.85715,66915676232.083336,69390331423.33333,39984428726.5,63976800009.28571,60757688108.15385,73889704498.33333,119147684143.21428,187323899022.5,168222015149.54544,155539866146.53845,129903328351.07144
1082,035290,에듀박스,24024696597.785717,17910593961.857143,19693649194.153847,22820949822.846157,43924128916.0,37442952056.78571,38011043353.5,33748653113.454544,32795477419.714287,26122782372.857143,21491809200.0,12620467958.0,8990008415.142857,14609311935.0,25824756368.92857,33284856016.25,37777196988.57143,34329026937.857143,79750348426.25,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,009010,에듀언스,41182863533.21429,34008673545.0,51721228067.69231,30363090348.92308,32692344490.92857,20305422940.142857,7253417181.285714,3083798270.0,771349775.4285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,031950,에듀패스,16100108031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,093240,에리트베이직,18488571428.57143,19937142857.142857,19490099006.53846,23941933013.46154,24917495596.07143,29660191166.07143,27574110176.785717,23880446672.727272,25328121766.07143,29050571410.714287,30347286627.272728,32160344872.5,34255373406.42857,36477797348.57143,35735838146.42857,29329232392.5,31709964864.285717,42469418000.35714,58826078278.333336,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,025980,에머슨퍼시픽,25412787576.42857,22398110273.57143,26251607042.307693,23072668476.153847,24376492253.57143,19583626385.357143,42931674038.21429,34326925718.636364,39430251962.5,66346452829.28571,91045538392.72728,49482447439.583336,85235290305.0,80218678855.71428,133894066146.42856,121771242704.16669,238583445921.42856,319249615939.2857,349010395129.1667,477638847645.8333,562722254678.5714,623580931125.0,591064169700.0,567507723253.8462,530146692600.0,553196548800.0,393141169778.5714,460105314087.5,531440306978.5714,,,,,,,,,,,,,,,,
1087,041440,에버다임,52351211250.0,59120640000.0,45367866923.07692,50678746730.76923,67607685000.0,65076967500.0,80963715000.0,102134090098.18182,124797347062.85716,114713230011.42856,152057502894.54544,135101147713.33331,137901580388.57144,128457318480.0,120151998725.71428,126128245760.0,119025853674.28572,155292843171.42856,223501401400.0,168305363926.66666,147985697440.0,156086263548.57144,172090785730.9091,182659939827.69232,185557991428.57144,223949300000.0,197523282600.0,169514690146.66666,151389726800.0,168561470049.23077,166764864196.36365,106405777406.66669,108135519142.85716,104833866605.71428,93013609266.66669,79516931453.33333,49044896700.0,63416043208.57143,74475201058.46153,78471834720.0,104795475297.14284,,,,
1088,070480,에버테크노,94935185714.28572,61739385714.28571,46519372307.69231,38994560000.0,39513807142.85714,29462022857.142857,26037392857.142857,15631440000.0,26766740000.0,21016002857.142857,16746880000.0,17301735000.0,8426810857.142858,6092900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,038680,에스넷,23710942125.0,24187457426.785717,24366316275.0,30184307550.0,41255891067.85714,49534626792.85714,51073254514.28571,31134768688.636364,42237627412.5,35692718448.21429,37769448334.09091,36999786525.0,65127585342.85714,72120303867.85715,72866653135.71428,132446375587.5,125972274117.85716,116464932675.0,132379395525.0,111923684437.5,111757191139.28572,102812482221.42856,106695586104.54546,91764746550.0,98644408617.85716,97140227785.71428,80668873558.92857,87475961625.0,94855250796.42856,77556729600.0,75538896668.18182,63423421181.25,74686597119.64285,142679015421.42856,117871513987.5,109311462000.0,66005981019.64286,99356310996.42856,115308753750.0,111816516337.5,116637167121.42856,123767673203.57144,115873072486.36365,127192047300.0,126162916585.71428
1090,121890,에스디시스템,28532571428.57143,33043714285.714287,24188461538.46154,21075384615.384617,23693000000.0,18903642857.142857,21358714285.714287,21235090909.090908,20468428571.42857,19202214285.714287,17091363636.363636,14474833333.333334,12922714285.714285,14672071428.571428,15014071428.571428,15660750000.0,22325000000.0,22436285714.285717,22961500000.0,30704000000.0,37362142857.14286,34992571428.57143,34535090909.09091,29260000000.0,29846285714.285717,29745857142.857143,27392571428.57143,24079333333.33333,14061642857.142857,24896116302.307693,21376951284.545456,16035700740.0,17807013507.142857,46702087391.42857,40755569065.833336,24405841655.0,6976975149.142858,6686160142.0,6781938293.846154,7101198800.0,7101198800.0,7101198800.0,7101198800.0,7101198800.0,7101198800.0
1091,097780,에스맥,89751697178.57143,103312642553.57144,91168420961.53848,150058574861.53845,228372877757.14285,190115440821.42856,242726740007.14285,270672831000.0,274422411342.85715,209400290475.0,206812532181.81815,198568013875.0,184194513000.0,101665506057.14284,97640815071.42856,83454102875.0,106738428457.14284,96023174000.0,69148763666.66667,48396585575.0,107754307050.0,145790075024.2857,159987836095.45456,123747382220.0,129245688882.5,91238532174.28572,162218211437.85715,171504946925.83334,273161038215.7143,303165611728.8461,307907612765.4545,216316981768.8333,226430168239.42856,235062542230.7143,183397178942.8333,237781279313.5833,201995710291.2143,349837020232.8571,475787198720.7692,460595555527.5,386402224673.5714,407363196044.2857,349957864287.2727,273836943000.0,191477425982.14285
1092,123910,에스비아이앤솔로몬스팩,20126785714.285717,18007857142.857143,18601923076.92308,19458461538.46154,20454642857.142857,20891785714.285717,21256071428.57143,21590000000.0,22440000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,037630,에스비엠,26306725500.0,24684807085.714287,23095600909.615383,31389901341.153847,40678429223.21429,41372745083.57143,60628084936.07143,57061103455.0,37212150042.5,24412357655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,042110,에스씨디,56977103844.28571,51850717948.57143,56489824998.46154,67178093960.0,87908024804.28572,71493233602.85715,65624643688.57143,51229337840.0,56390244852.85714,68144685240.0,67749261534.545456,65103950171.66666,83178631755.71428,104357337122.85716,95916923981.42856,84294814543.33333,106894639232.85716,118838945764.28572,98773546425.0,102176753223.33331,104409118798.57144,95122938287.14284,95626632769.09093,90878168613.84616,99438077930.0,102147985625.71428,84576737000.0,84657286273.33333,74703697497.14285,76639535527.6923,68649948863.63636,54350622181.66666,78000464184.28572,79312266635.71428,56122706195.0,63492964705.0,36820223544.57143,57391357250.0,52400400352.30769,84798247501.66667,73823409010.0,112504320768.57144,95736472687.27272,85171562403.07692,103580611987.14284
1095,065420,에스아이리소스,110920773411.42856,56305374809.42857,42155041032.0,94232175876.92308,113365662848.57144,115853445082.85716,119263422455.71428,94933458112.72728,84112775197.14285,63502786170.0,50392797690.545456,32557062791.33333,25744256845.142857,35558128831.42857,40357832831.71429,49841430280.0,37848604198.85714,54452405972.85714,58113306209.0,49224248948.333336,77850424221.42857,90879110919.64284,95192761397.72728,91672352686.53848,47485899255.35714,52291364122.5,39808154732.5,47094429459.583336,41366669085.0,54745102588.07692,44877528843.63636,28898554265.0,42006420306.57143,41281932996.0,41281932996.0,41281932996.0,41281932996.0,41281932996.0,41281932996.0,42021516282.0,42391307925.0,43500682854.0,43500682854.0,43500682854.0,43500682854.0
1096,103230,에스앤더블류,27601714285.714287,25400571428.57143,20409230769.23077,19260000000.0,26184857142.857143,24081428571.42857,18918000000.0,15846545454.545454,17719714285.714287,17735142857.142857,18746181818.18182,16953000000.0,16889142857.142857,17100000000.0,16647428571.428572,14433000000.0,36095142857.14286,28941428571.42857,24345000000.0,29046000000.0,31003714285.714287,36169714285.71429,33538909090.90909,35612307692.30769,38882571428.57143,39615428571.42857,26624571428.57143,20994000000.0,24878571428.57143,76663384615.38461,95007272727.27272,100530000000.0,47442857142.85714,30756857142.857143,21519000000.0,23814000000.0,12522857142.857143,13839428571.428572,13339384615.384617,19029000000.0,18036000000.0,18036000000.0,18036000000.0,18036000000.0,18036000000.0
1097,101490,에스앤에스텍,72386752090.71428,62077458187.85714,46933714233.84615,53865259323.07692,57297108434.28571,43905081628.57143,55298631737.14286,59850773934.545456,54092846914.28571,55600077942.85714,59218447381.81818,44644741300.0,35135229977.14286,32003538840.0,41822869874.28571,50310465260.0,86075568735.0,169143944257.14285,142712746703.33334,137776522018.33334,162957447400.0,176983629075.0,165005308370.0,152098677914.6154,114535403125.0,129083161405.0,91113794227.5,81671378121.66667,94511090492.5,77688889532.6923,81192945855.0,66253150777.91666,114732756435.0,150524188870.0,180841416396.66663,232301291979.16663,286585199450.0,685661785600.0,878354249084.6154,915172357637.5,718470249878.5714,646684514739.2858,683911132990.909,749480555953.8462,632664461878.5714
1098,095910,에스에너지,163871823500.0,124831551250.0,64068775130.76923,64891099915.38461,86128155750.0,94722255950.0,94527616050.0,110141683272.72728,106962111200.0,110682727750.0,120574654136.36365,119072161000.0,127277010589.28572,114609848217.85716,95841452580.0,76451041590.0,88973770080.0,100878918784.28572,74255223252.5,87937761915.0,92731072046.42856,97050507767.14284,104061394361.81818,88852104669.23077,93971550492.85716,109100909334.28572,110017536942.85716,102443079700.0,92195469600.0,99869987327.6923,97713030331.81818,77435103260.83333,72348706327.85715,61681114386.78571,51625258329.583336,50639639655.833336,28971938739.285717,75756608182.85715,119557254171.53848,115234722633.33331,89600876170.0,73190526940.35715,78053959389.54546,83353454898.84616,75217511429.28572
1099,031330,에스에이엠티,110326294386.42856,97139005385.0,66126415317.23077,98980401114.6154,100795708440.0,83425019457.14285,102367070107.85716,156938772592.72726,209848208189.2857,158307545483.57144,144793835140.0,176059170628.33334,162078813486.42856,163650175154.2857,150193605235.0,130994422675.0,142393937320.0,165878651701.42856,171259374988.33334,161393128395.0,156021928512.14285,137365579982.85716,183445495641.81815,172491490575.0,205204162493.57144,219203471873.57144,210096778271.7857,202781662953.75,190954865446.07144,194451945673.84616,183263686429.0909,173074795132.5,168670250514.64285,236738321122.5,218155904505.0,229697001821.25,170491589235.0,205454150161.07144,218796898524.2308,248237753827.5,265701178028.57144,405479996685.0,497293649112.2727,445439563843.8461,419836431304.2857
1100,060540,에스에이티,10068199275.714285,11124350400.0,12111993047.692308,13235124578.461538,14001451738.571428,13607464328.571428,13683613155.714285,17693616412.727272,17987677298.57143,20195552366.785717,20802314893.636364,15695553826.25,20767508343.214287,19847735246.42857,19631747767.857143,25406471363.33333,32339957393.57143,30386922666.42857,30283739459.166668,37104687990.833336,40041311539.28571,42344635464.28571,55290461225.454544,58352377593.46154,56728845585.0,47890073610.0,45684844642.5,47872217505.0,50518791020.71429,61634026881.53846,64026599700.0,46332173762.5,57530606494.28571,65239931764.28571,53878165870.0,57591273097.5,35923962426.42857,44435953523.57143,56689171476.92308,65540153672.5,63849266552.14286,90663905172.85716,70453017220.90909,79173865908.46153,81330581601.42857
1101,056190,에스에프에이,1171523295000.0,959918102142.8572,1067595056923.0768,1090521419076.9232,995570371000.0,985438970857.1428,811922712714.2858,826391144909.091,1083162096285.7142,1018398082714.2858,808028710818.1818,730668456083.3334,736321948357.1428,706761344142.8572,778001759071.4286,856423926000.0,970690730142.8572,873288218642.8572,800316488500.0,852084950833.3334,1093678233142.8572,905028997571.4286,961538659818.1818,1141760457384.6155,1215383280428.5715,862707959000.0,1443019169714.2856,1389968251666.6667,1256806600000.0,1228770145076.923,1345599170181.818,1236757542333.3333,1607429992285.7144,1456741445857.1428,1512955754666.6667,1614547621500.0,1122918223428.5715,1205123634714.2856,1304730983538.4614,1363335921333.3333,1468924775142.8572,1487776874142.8572,1377753832545.4546,1316194164615.3845,1443147415285.7144
1102,080000,에스엔유,380062542000.0,234255138214.2857,290469635076.9231,222724823000.0,215091462421.42856,165686251028.57144,122469461978.57144,93901082590.90907,144231107528.57144,151090915314.2857,177232488427.27274,222128846791.66663,159059968614.2857,123461944807.14284,118338981971.42856,86603857016.66667,107085978135.71428,92935800160.71428,82287286479.16667,83496266787.5,122883928571.42856,103339285714.28572,115943181818.18182,128903846153.84616,144765625000.0,161060267857.14285,142321428571.42856,123385416666.66669,107087053571.42856,97752403846.15384,102765793040.90907,93472615966.66669,104623462660.71428,89129138489.28572,96289951545.83331,89067847650.0,82436178839.28572,116808081510.71428,139826091938.46155,132529181787.5,139792146242.85715,150959337160.7143,131503396013.63635,119958430650.0,118659064857.14284
1103,005850,에스엘,802118846000.0,905770210750.0,786191089384.6154,728229685346.1538,650088781250.0,748660382500.0,551033393000.0,473649463318.1818,492737059500.0,559620612250.0,543534694500.0,548191144375.0,600016826750.0,749265116250.0,761843578250.0,605056274666.6666,649484047500.0,620577774250.0,587841520583.3334,595602270375.0,555871263000.0,501445225500.0,570780698727.2727,732006945384.6154,681897776500.0,715641919750.0,618158839250.0,796535137708.3334,737291388000.0,636012440269.2307,694234345000.0,661780300416.6666,757489495250.0,1152574783982.1428,1098633021625.0,859625106500.0,538637189562.8571,665205222600.0,624788628807.6923,784106639200.0,1115045089746.4285,1678851276085.7144,1341146629622.7273,1467418990211.5386,1136047946153.5715
1104,041510,에스엠,289579194857.1429,331706927142.8571,663797621538.4615,744358369846.1538,823620653142.8572,957431609771.4286,1178478377342.8572,840561338600.0,955097122457.1428,680286555000.0,744276061454.5454,903103446700.0,1008962671600.0,744369917200.0,876961269600.0,675456336100.0,744959867600.0,666054001600.0,825758491133.3334,867595541666.6666,849375159217.8572,839846290596.4286,620530842386.3636,561463456653.8462,498903971867.8571,570697659767.8572,643734528410.7142,783838408170.8334,962144196175.0,930159967750.0,1114990044781.818,1191713757191.6667,896411998378.5714,1032768955239.2858,757368751475.0,868809082887.5,479328592942.8571,556841900532.1428,841404074342.3077,684209704175.0,702486163882.1428,1263015734203.5715,1531764711036.3635,1731255864453.8462,1839691938828.5715
1105,012750,에스원,2059826870300.0,2007170866500.0,2030033009307.6924,2158937913138.4612,2018570619900.0,2190109766300.0,2508217170700.0,2603634587145.4546,2384176996800.0,2351063427400.0,2478582746818.1816,2716941227000.0,3261143740500.0,3040748508100.0,3120818204600.0,2784073108133.333,3003292175500.0,2889837486900.0,3385726759800.0,3855966587550.0,3424811628600.0,3973628328000.0,3874188920636.364,3453248376092.308,3333885024100.0,3770332725700.0,3376769810700.0,3898082343166.6665,3665563563500.0,3652013307169.231,3334946040109.091,3947164614750.0,3772232684600.0,3772775530000.0,3687820224900.0,3627971519550.0,3107247069600.0,3304028527100.0,3320835855830.769,3224863572933.333,3118918245700.0,3095575893500.0,3229584682927.273,2842923117138.4614,2608100724300.0
1106,114570,에스이티아이,16910758800.0,12506915362.5,10524056625.0,10641492450.0,12199904562.857143,8965386411.428572,30425142857.142857,30318594196.36364,27034365788.57143,24531563674.285717,21399517570.90909,31061415420.0,47866537536.07143,48451979652.85714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,096630,에스코넥,27018642857.142857,14851272270.857143,17987977621.53846,27324796193.846157,66452750571.42857,63081610245.21429,105075587953.92856,66057411200.181816,94358010103.21428,75934413149.28572,86451358755.45454,95003805510.83331,82186135388.57143,83345068360.71428,82885866882.14285,71493843534.58333,88809565955.71428,71372731031.42857,75626657685.0,83648902926.66667,132908985088.57144,177709242777.14285,163549971096.36365,148153193480.0,237613853734.2857,172814313477.14285,152931576844.2857,141572232976.66666,165378682778.57144,147098901015.3846,134328726487.27272,107470892186.66669,135612850797.14284,122396541687.14284,95859032125.0,112964090623.33331,88108727400.0,114681200742.85716,127870614636.92308,126724280766.66669,141323601647.14285,151997346274.2857,131042714383.18182,121036539709.23076,102891238445.0
1108,058420,에스큐엔,18431178953.142857,23953586214.857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,069510,에스텍,88355414285.71428,75606300000.0,64914500000.0,57697115384.61539,69122642857.14285,60207614285.71429,65249592857.14286,65955909090.90909,60955728571.42857,67836821428.57143,69060300000.0,68651175000.0,75941392857.14285,89641235714.28572,110791050000.0,108409033333.33331,116300600000.0,119698285714.28572,107581691666.66669,113145791666.66669,106504978571.42856,102390350000.0,107354400000.0,125213230769.23076,155311642857.14285,141557250000.0,118256607142.85716,132420125000.0,115918750000.0,111743576923.07692,112174636363.63635,112172983333.33331,134193000000.0,145219892857.14285,127965208333.33331,130056291666.66669,84295335714.28572,95072857142.85716,98802638461.53848,112936683333.33331,116113571428.57144,132907178571.42856,111966354545.45454,101597276923.07692,87887842857.14285
1110,041910,에스텍파마,40481197384.28571,35648899257.85714,46816378707.69231,81626176776.15384,93992817550.0,83094384875.0,163793509821.42856,165247508295.45456,215884194000.0,123209955975.0,126524098686.36365,95457717300.0,105146079319.28572,81237576632.14285,68707779030.0,72673085347.5,111228203295.0,203001250725.0,227453577933.3333,240182141350.0,310616819625.0,260948135857.14285,190498053931.81815,116285977553.84616,111848959719.28572,143039148682.14285,121320414080.71428,137045888262.5,167723014503.57144,130011404550.0,139588258195.45456,97357536997.5,109311041932.85716,97412778932.85716,86113678462.5,172376085212.5,88081141237.14285,141674317292.85715,159940112250.0,154181658041.66666,131093361982.14284,151702853250.0,132070719300.0,112548415470.0,111265756568.57144
1111,026220,에스티씨라이프,29390659815.0,62913738948.21429,35705763107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,039440,에스티아이,28280667835.714287,24353513414.285717,23371890065.384617,26564644796.153847,30613758482.142857,27666244332.142857,30046598325.0,26363572759.090908,35022139703.57143,36809553532.14286,37300545486.36364,64755081275.0,104898849064.28572,85503690357.14285,83415509778.57143,69005918008.33333,82169476100.0,77634100807.14285,99999779908.33331,83954708950.0,106933851700.0,113419215421.42856,121280956445.45454,149426648269.23077,141163119250.0,208962894107.14285,238847267285.7143,340341068250.0,307376842285.7143,244938807692.30768,200681227272.7273,146585800000.0,180970821428.57144,236601964285.7143,265944000000.0,291403916666.6667,181140428571.42856,254580321428.57144,257846346153.84616,270429166666.66663,310889892857.1429,282904714285.7143,255006909090.9091,308319692307.6923,287710250000.0
