종족명,연도,tobinQ
GS글로벌,2012,1.0781098832500786
GS글로벌,2013,0.8535385798355284
GS글로벌,2014,0.81515166898787
GS글로벌,2015,0.7662539109906349
GS글로벌,2016,0.485611217483221
GS글로벌,2017,0.6549324375912466
GS글로벌,2018,0.6620009356873093
GS글로벌,2019,0.553762128507552
GS글로벌,2020,0.4519408785468165
GS글로벌,2021,0.625875269382621
지투알,2011,1.4897838845273617
지투알,2012,1.0721388977994686
지투알,2013,1.0713579571510068
지투알,2014,1.0602192794332297
지투알,2015,1.1524531504542388
지투알,2016,1.24211312803785
지투알,2017,1.3613118315057033
지투알,2018,1.0369867709514273
지투알,2019,0.8728500625016605
지투알,2020,0.5701574738042268
지투알,2021,0.6731138387926793
갤럭시아에스엠,2011,1.5785882583204136
갤럭시아에스엠,2012,1.6792319062440124
갤럭시아에스엠,2013,1.6730247099510682
갤럭시아에스엠,2014,1.8328614205077978
갤럭시아에스엠,2015,1.2781316386762922
갤럭시아에스엠,2016,1.5731346270388458
갤럭시아에스엠,2017,1.8626856755399879
갤럭시아에스엠,2018,1.9463551213864738
갤럭시아에스엠,2019,2.2866635407384552
갤럭시아에스엠,2020,1.6881369338292695
갤럭시아에스엠,2021,1.9144805656809472
JW홀딩스,2011,0.5112176545073993
JW홀딩스,2012,0.6011544429979727
JW홀딩스,2013,0.5477556858783682
JW홀딩스,2014,0.6737107727417265
JW홀딩스,2015,1.5221843412119644
JW홀딩스,2016,2.4058346547206226
JW홀딩스,2017,1.4233693898549502
JW홀딩스,2018,1.3299834261725505
JW홀딩스,2019,1.241558334588824
JW홀딩스,2020,1.1146145702794603
JW홀딩스,2021,0.9556061066738241
KCC건설,2011,0.5446053356949224
KCC건설,2012,0.3793740158864861
KCC건설,2013,0.4839156685992097
KCC건설,2014,0.3705400780414311
KCC건설,2015,0.6176358094299538
KCC건설,2016,0.6451024579661848
KCC건설,2017,0.5548619944414571
KCC건설,2018,0.5302577019960426
KCC건설,2019,0.398916020948212
KCC건설,2020,0.3529165766317371
KCC건설,2021,0.4697475072467263
KCI,2011,0.9072339853006511
KCI,2012,0.9001654487581019
KCI,2013,1.6439619172208024
KCI,2014,2.5739060764764736
KCI,2015,2.9342666939427007
KCI,2016,2.132537488021264
KCI,2017,1.8388002967150163
KCI,2018,1.7799378814202358
KCI,2019,1.8005414214765347
KCI,2020,1.4288512890965568
KCI,2021,1.2810705296994838
KC그린홀딩스,2011,0.36596539681752455
KC그린홀딩스,2012,0.28966969754358746
KC그린홀딩스,2013,0.757663408896826
KC그린홀딩스,2014,1.0662174049522144
KC그린홀딩스,2015,1.1128997195070893
KC그린홀딩스,2016,0.8222870040726366
KC그린홀딩스,2017,0.5630665659769165
KC그린홀딩스,2018,0.3547839408038329
KC그린홀딩스,2019,0.35609668188979154
KC그린홀딩스,2020,0.38203235782731954
KC그린홀딩스,2021,0.42615753485498054
KC코트렐,2013,1.6049327017327741
KC코트렐,2014,1.2590514821051164
KC코트렐,2015,1.4377414646141924
KC코트렐,2016,0.9126135350887634
KC코트렐,2017,0.8708802009984881
KC코트렐,2018,0.7502058034249721
KC코트렐,2019,1.1807572634142467
KC코트렐,2020,6.798461040012504
KC코트렐,2021,2.228009570357553
KEC,2011,0.6731786552557485
KEC,2012,0.6643226889248801
KEC,2013,0.299814698424315
KEC,2014,0.4201515062355117
KEC,2015,0.49119077720380855
KEC,2016,0.39468267142233354
KEC,2017,0.5244929413666986
KEC,2018,0.6224312611290467
KEC,2019,0.6083629629436952
KEC,2020,0.974991655242602
KEC,2021,1.2008943567821546
컨버즈,2011,0.4822797233260587
컨버즈,2012,0.6938922666830506
컨버즈,2013,1.5397631398889833
컨버즈,2014,2.0684482942629985
컨버즈,2015,7.148317908652216
컨버즈,2016,2.2896748261197755
컨버즈,2017,2.721980884092923
컨버즈,2018,90.0757833183624
컨버즈,2019,-17.228604335850868
컨버즈,2020,3.616498452380735
컨버즈,2021,6.521791512271163
KG케미칼,2011,0.29381652078678
KG케미칼,2012,0.332014767607365
KG케미칼,2013,0.4101645277889559
KG케미칼,2014,0.41205290948964096
KG케미칼,2015,0.43347915891001604
KG케미칼,2016,0.32300213039058373
KG케미칼,2017,0.3597918157675678
KG케미칼,2018,0.5067236447743303
KG케미칼,2019,0.12267673923535667
KG케미칼,2020,0.1445130670260327
KG케미칼,2021,0.24621993718435703
KH바텍,2011,0.9586617759740422
KH바텍,2012,0.7920098208940524
KH바텍,2013,1.539407695533067
KH바텍,2014,1.5310242909061462
KH바텍,2015,1.377495175709809
KH바텍,2016,1.0785047753602157
KH바텍,2017,1.1597737044993632
KH바텍,2018,1.2062359897499726
KH바텍,2019,1.4848771075395473
KH바텍,2020,2.7026097429043565
KH바텍,2021,2.5125550903646365
KISCO홀딩스,2011,0.1947766878655945
KISCO홀딩스,2012,0.1871500572104736
KISCO홀딩스,2013,0.12822913992941506
KISCO홀딩스,2014,0.15522569418408788
KISCO홀딩스,2015,0.18547408438617888
KISCO홀딩스,2016,0.18118306269359677
KISCO홀딩스,2017,0.20717294723374524
KISCO홀딩스,2018,0.18976362989607437
KISCO홀딩스,2019,0.18456131245801669
KISCO홀딩스,2020,0.16149724316621322
KISCO홀딩스,2021,0.2398670487541368
그린케미칼,2011,0.7591202853191004
그린케미칼,2012,0.7796386571078154
그린케미칼,2013,0.8896518834153895
그린케미칼,2014,1.0307991132623349
그린케미칼,2015,0.8198106585646038
그린케미칼,2016,0.7437181392507964
그린케미칼,2017,0.8154866524558184
그린케미칼,2018,0.804742424400156
그린케미칼,2019,0.6705103326446776
그린케미칼,2020,1.0520730911111362
그린케미칼,2021,2.202638753525051
KPX케미칼,2011,0.8623814201902312
KPX케미칼,2012,0.7661839418351832
KPX케미칼,2013,0.8594709711582015
KPX케미칼,2014,0.7589025687243753
KPX케미칼,2015,0.6590463148368367
KPX케미칼,2016,0.6226817155337129
KPX케미칼,2017,0.7328399911738415
KPX케미칼,2018,0.6814787834177738
KPX케미칼,2019,0.562815218101768
KPX케미칼,2020,0.44156707409453905
KPX케미칼,2021,0.5138329513747402
KPX홀딩스,2011,0.23981113504092932
KPX홀딩스,2012,0.20475316009137975
KPX홀딩스,2013,0.2232432572699998
KPX홀딩스,2014,0.31070902190025357
KPX홀딩스,2015,0.32994157180435213
KPX홀딩스,2016,0.28662334996866057
KPX홀딩스,2017,0.23559919575146457
KPX홀딩스,2018,0.23797589378700842
KPX홀딩스,2019,0.2045965920020808
KPX홀딩스,2020,0.1491818721094156
KPX홀딩스,2021,0.20168427606424202
KSS해운,2011,0.35304220654819574
KSS해운,2012,0.5139923001558113
KSS해운,2013,0.7879340634830252
KSS해운,2014,0.8589596397271335
KSS해운,2015,0.9153753170827651
KSS해운,2016,0.8132388149145218
KSS해운,2017,0.9112733035692269
KSS해운,2018,0.7040105890621172
KSS해운,2019,0.6016802876241633
KSS해운,2020,0.7254818679453315
KSS해운,2021,0.7894744121150794
케이티알파,2011,1.354814481868459
케이티알파,2012,1.3257379100005984
케이티알파,2013,1.6907794569814234
케이티알파,2014,1.4530479980531508
케이티알파,2015,1.897669182129143
케이티알파,2016,1.3612020874473372
케이티알파,2017,1.1017716919885538
케이티알파,2018,0.9442655758481399
케이티알파,2019,0.91368632444514
케이티알파,2020,0.9046572220492614
케이티알파,2021,1.752264052985335
KTcs,2011,0.8423065210320673
KTcs,2012,0.8129572246767608
KTcs,2013,1.110842228580389
KTcs,2014,0.9424174658392537
KTcs,2015,1.0195035948581563
KTcs,2016,0.7306870443604221
KTcs,2017,0.6549540186597419
KTcs,2018,0.6359769460704425
KTcs,2019,0.5821981867013917
KTcs,2020,0.4712912463922825
KTcs,2021,0.6793987064015742
지니뮤직,2011,3.136642221865614
지니뮤직,2012,2.1389571944455112
지니뮤직,2013,3.5829290737641086
지니뮤직,2014,4.1504232392401565
지니뮤직,2015,3.485732812916179
지니뮤직,2016,2.4706783535874624
지니뮤직,2017,2.505478179510352
지니뮤직,2018,1.9398279515674122
지니뮤직,2019,1.5290797693993414
지니뮤직,2020,1.1636073368151498
지니뮤직,2021,3.2846423545768064
KT서브마린,2011,0.7430746289260297
KT서브마린,2012,0.7812953233545735
KT서브마린,2013,0.8601391983619036
KT서브마린,2014,1.2763572966924324
KT서브마린,2015,1.1438521217428976
KT서브마린,2016,1.1714129102100674
KT서브마린,2017,0.9531257691647397
KT서브마린,2018,0.9131644191962075
KT서브마린,2019,0.8124314173280223
KT서브마린,2020,0.9359228234145772
KT서브마린,2021,1.3573319704123912
LG,2011,1066719.0347489482
LG,2012,926909.1168977346
LG,2013,0.9254346264544276
LG,2014,0.8764755620724323
LG,2015,0.8163177128158082
LG,2016,0.7737924594329477
LG,2017,0.8476170474196647
LG,2018,0.7240480893182173
LG,2019,0.6791626147314295
LG,2020,0.5924770285349442
LG,2021,0.6755267525122858
LG디스플레이,2011,949151.3751792951
LG디스플레이,2012,960145.3261895087
LG디스플레이,2013,0.9338733348452686
LG디스플레이,2014,0.949472495508819
LG디스플레이,2015,0.7529957443730171
LG디스플레이,2016,0.73164444699885
LG디스플레이,2017,0.763351080592725
LG디스플레이,2018,0.5068704351214851
LG디스플레이,2019,0.4902496762264558
LG디스플레이,2020,0.3939533089912884
LG디스플레이,2021,0.5371592131382505
LX인터내셔널,2011,1.3420474390194002
LX인터내셔널,2012,1.1070317123266746
LX인터내셔널,2013,0.8182572346174313
LX인터내셔널,2014,0.6868521224206235
LX인터내셔널,2015,0.8749584092957572
LX인터내셔널,2016,0.8188760892046505
LX인터내셔널,2017,0.7166436658533143
LX인터내셔널,2018,0.5618607630490606
LX인터내셔널,2019,0.41823421264084343
LX인터내셔널,2020,0.3534482282820518
LX인터내셔널,2021,0.476587416100188
LG생활건강,2011,6.720878399576806
LG생활건강,2012,7.426577344519554
LG생활건강,2013,5.89845411508447
LG생활건강,2014,4.663283016296064
LG생활건강,2015,6.194605910303545
LG생활건강,2016,5.724678429034816
LG생활건강,2017,4.920939961180294
LG생활건강,2018,5.377434633862358
LG생활건강,2019,4.838404227590755
LG생활건강,2020,4.443949164111321
LG생활건강,2021,4.062787764405891
LG유플러스,2011,811190.7654355785
LG유플러스,2012,853005.1107278581
LG유플러스,2013,1.1708591387794465
LG유플러스,2014,1.135669598812158
LG유플러스,2015,1.0564489244870643
LG유플러스,2016,1.012272138338096
LG유플러스,2017,1.2254312151339177
LG유플러스,2018,0.9710157003233593
LG유플러스,2019,0.8545271641148455
LG유플러스,2020,0.6602066728095297
LG유플러스,2021,0.7729944467860659
LG이노텍,2011,1.2984811714914126
LG이노텍,2012,1.4335846926169158
LG이노텍,2013,1.278916099174336
LG이노텍,2014,1.5813955811671478
LG이노텍,2015,1.3605568575085263
LG이노텍,2016,1.0892948776385107
LG이노텍,2017,1.8298902499103364
LG이노텍,2018,1.3828633751636428
LG이노텍,2019,1.2166331603186622
LG이노텍,2020,1.4650352235859205
LG이노텍,2021,1.7703841345711624
LG전자,2011,887017.5504660767
LG전자,2012,959639.6153151916
LG전자,2013,0.9490628819921921
LG전자,2014,0.8439486735817173
LG전자,2015,0.6550486673838267
LG전자,2016,0.6597566813206469
LG전자,2017,0.9500211271256811
LG전자,2018,0.8323601597027468
LG전자,2019,0.7330404472484129
LG전자,2020,0.7295340506723389
LG전자,2021,1.182347348539362
LF,2011,1.3943196892719472
LF,2012,1.115142926097078
LF,2013,0.956858044840342
LF,2014,0.8782029073595744
LF,2015,0.8726793499545608
LF,2016,0.6400967888432237
LF,2017,0.7196415459027693
LF,2018,0.6660063004768074
LF,2019,0.45266104007282265
LF,2020,0.26591487782964845
LF,2021,0.3532499504308905
LX하우시스,2011,934518.6678283974
LX하우시스,2012,911746.6627155537
LX하우시스,2013,1.3108338017323868
LX하우시스,2014,1.9870154222493746
LX하우시스,2015,1.6295381492368857
LX하우시스,2016,1.1052178299311817
LX하우시스,2017,0.9094515910893417
LX하우시스,2018,0.6799402352122306
LX하우시스,2019,0.589464453765863
LX하우시스,2020,0.6191704056638793
LX하우시스,2021,0.8240775143807094
LG화학,2011,2648015.6920104176
LG화학,2012,2020224.3378073797
LG화학,2013,1.5878584611447515
LG화학,2014,1.3346274150313135
LG화학,2015,1.3758289292533974
LG화학,2016,1.2619890151386146
LG화학,2017,1.4619806891766034
LG화학,2018,1.4912068487675354
LG화학,2019,1.363406393507829
LG화학,2020,2.118584562644081
LG화학,2021,2.333491852901962
LS,2011,1068745.519602426
LS,2012,990834.9966304199
LS,2013,0.8334246186907206
LS,2014,0.7203326313031606
LS,2015,0.47371128732622403
LS,2016,0.5494427256560946
LS,2017,0.6343937591831378
LS,2018,0.5044543055424484
LS,2019,0.37182093406703176
LS,2020,0.34873924401190576
LS,2021,0.4371234320652252
LS네트웍스,2013,0.4592334330035774
LS네트웍스,2014,0.45797935710505283
LS네트웍스,2015,0.4646596954211246
LS네트웍스,2016,0.42647925006209386
LS네트웍스,2017,0.38219535410972727
LS네트웍스,2018,0.3674300775071553
LS네트웍스,2019,0.42517895769358854
LS네트웍스,2020,0.3434283393594236
LS네트웍스,2021,0.49663808605147286
MH에탄올,2011,0.4500391172117148
MH에탄올,2012,0.59196747719355
MH에탄올,2013,0.5024402753084468
MH에탄올,2014,0.9480076117236027
MH에탄올,2015,1.2874598169099274
MH에탄올,2016,0.9207133616921274
MH에탄올,2017,0.5055177642399592
MH에탄올,2018,0.4890830766963475
MH에탄올,2019,0.585676950141404
MH에탄올,2020,0.7359136307815323
MH에탄올,2021,0.9675523419595359
NAVER,2011,6.212258100343067
NAVER,2012,6.290144547559056
NAVER,2013,11.520932040648084
NAVER,2014,14.295830155298068
NAVER,2015,8.836439919471012
NAVER,2016,5.976008349175981
NAVER,2017,5.174804340555327
NAVER,2018,3.956269666896888
NAVER,2019,3.66164141632732
NAVER,2020,4.957390913579014
NAVER,2021,2.6776003515057702
NICE,2011,0.5962255618271092
NICE,2012,0.47365812083998016
NICE,2013,0.7039574163820985
NICE,2014,0.8077173266597016
NICE,2015,1.1810110706369767
NICE,2016,0.9429970606926387
NICE,2017,0.6987294375131727
NICE,2018,0.6494811707219648
NICE,2019,0.6281718089594795
NICE,2020,0.5652078798374106
NICE,2021,0.5068486232620958
NICE평가정보,2011,1.7734441932707374
NICE평가정보,2012,1.4839297625871857
NICE평가정보,2013,1.5903277610172455
NICE평가정보,2014,2.0016167427494658
NICE평가정보,2015,4.279998323323159
NICE평가정보,2016,2.9345850136022875
NICE평가정보,2017,2.9061949526029305
NICE평가정보,2018,3.154812717668233
NICE평가정보,2019,3.780528219316077
NICE평가정보,2020,4.282396160493954
NICE평가정보,2021,4.406967007503176
NI스틸,2011,1.0190536086693387
NI스틸,2012,0.7802729644286625
NI스틸,2013,0.7318796942910123
NI스틸,2014,1.0487148765309038
NI스틸,2015,0.902623103826869
NI스틸,2016,0.9576846729137368
NI스틸,2017,1.0863758327410569
NI스틸,2018,0.796777532017518
NI스틸,2019,0.6442100775751817
NI스틸,2020,0.4725513585042005
NI스틸,2021,0.8494650657545908
OCI,2011,2141.0525665832774
OCI,2012,1347.8052706509864
OCI,2013,1.2020322714737488
OCI,2014,1.0635046352992008
OCI,2015,0.6525261021402254
OCI,2016,0.6373812603563869
OCI,2017,0.7174827171925517
OCI,2018,0.8262918252054899
OCI,2019,0.7223897966599432
OCI,2020,0.5315930279092027
OCI,2021,0.9339015088259799
SNT에너지,2011,0.7263961225384239
SNT에너지,2012,0.7554976637256903
SNT에너지,2013,0.6396778684045186
SNT에너지,2014,0.5663566102825394
SNT에너지,2015,0.7199160764962599
SNT에너지,2016,0.6453813867056863
SNT에너지,2017,0.512309652122501
SNT에너지,2018,0.43666411415441236
SNT에너지,2019,0.48423967966400105
SNT에너지,2020,0.47014289675017645
SNT에너지,2021,0.6223526258513897
SNT모티브,2011,0.7528502273557998
SNT모티브,2012,0.544041128684447
SNT모티브,2013,0.5881578159602299
SNT모티브,2014,0.7426825343539589
SNT모티브,2015,1.2522025007883206
SNT모티브,2016,1.1058661193065218
SNT모티브,2017,0.8464646871680221
SNT모티브,2018,0.5863349943602388
SNT모티브,2019,0.8883171592107167
SNT모티브,2020,0.8137505587825141
SNT모티브,2021,0.9879058891776293
KR모터스,2011,1.0342416010088025
KR모터스,2012,1.2092174823168438
KR모터스,2013,0.998393399514508
KR모터스,2014,2.3820464859865385
KR모터스,2015,2.79162109320552
KR모터스,2016,2.939988004819675
KR모터스,2017,2.55966940068493
KR모터스,2018,1.0468562559172838
KR모터스,2019,2.4078103496098286
KR모터스,2020,1.3280698429177666
KR모터스,2021,2.163211452124244
SNT중공업,2011,0.671001239852942
SNT중공업,2012,0.5544951523907627
SNT중공업,2013,0.624835586982699
SNT중공업,2014,0.508024008154486
SNT중공업,2015,0.6197762746113765
SNT중공업,2016,0.5255289351851273
SNT중공업,2017,0.4700352066842212
SNT중공업,2018,0.3793008237093519
SNT중공업,2019,0.36805386451299654
SNT중공업,2020,0.29585975003803505
SNT중공업,2021,0.4696449586796115
SNT홀딩스,2011,0.14903791305207273
SNT홀딩스,2012,0.12100311858949982
SNT홀딩스,2013,0.1694490918990825
SNT홀딩스,2014,0.20065550835844442
SNT홀딩스,2015,0.26190445622612746
SNT홀딩스,2016,0.20578002645467966
SNT홀딩스,2017,0.1693259100375956
SNT홀딩스,2018,0.14069821666699028
SNT홀딩스,2019,0.14402902156843883
SNT홀딩스,2020,0.1447120296309283
SNT홀딩스,2021,0.17630022481116148
S-Oil,2011,2709363.3923311224
S-Oil,2012,2208683.541156047
S-Oil,2013,1.6841969697312116
S-Oil,2014,1.22180570920648
S-Oil,2015,1.4147788851974283
S-Oil,2016,1.452389979137615
S-Oil,2017,1.7915788559620927
S-Oil,2018,2.026391776974002
S-Oil,2019,1.6186404862719
S-Oil,2020,1.2139794071229852
S-Oil,2021,1.5212408812388343
SBS,2011,1.0886622807498445
SBS,2012,1.1924419015295107
SBS,2013,1.3795529250488703
SBS,2014,1.0367721621427046
SBS,2015,1.188798990327047
SBS,2016,0.9019119796363299
SBS,2017,0.8329842453005966
SBS,2018,0.7137127208771105
SBS,2019,0.5972023344439557
SBS,2020,0.5454961540759443
SBS,2021,1.0911585645063748
SBS콘텐츠허브,2011,2.7797736167982645
SBS콘텐츠허브,2012,2.197114479235019
SBS콘텐츠허브,2013,1.9862605409699132
SBS콘텐츠허브,2014,2.269671548186356
SBS콘텐츠허브,2015,2.143650010492859
SBS콘텐츠허브,2016,1.4144426326705675
SBS콘텐츠허브,2017,1.2246338271479227
SBS콘텐츠허브,2018,0.9433170091330058
SBS콘텐츠허브,2019,0.8304208266276117
SBS콘텐츠허브,2020,0.8094768603767806
SBS콘텐츠허브,2021,1.0048382916461633
SG세계물산,2011,0.3214843459802927
SG세계물산,2012,0.5505973283675443
SG세계물산,2013,0.7314435022985123
SG세계물산,2014,0.6553623655928642
SG세계물산,2015,0.9495452972571584
SG세계물산,2016,1.1767877383256713
SG세계물산,2017,1.1209339229860293
SG세계물산,2018,0.8479647557817322
SG세계물산,2019,0.9758626581404083
SG세계물산,2020,0.5820750961620459
SG세계물산,2021,0.6182669132525223
SG글로벌,2011,0.34687494757490983
SG글로벌,2012,0.5085310321228723
SG글로벌,2013,0.5042356694901193
SG글로벌,2014,0.5104188398565772
SG글로벌,2015,0.6865044990383141
SG글로벌,2016,1.1295249437812978
SG글로벌,2017,1.6518406417529292
SG글로벌,2018,0.9278906929360979
SG글로벌,2019,0.7225571283605203
SG글로벌,2020,0.5395595738564656
SG글로벌,2021,0.9852458754815093
SH에너지화학,2011,0.5293547206773074
SH에너지화학,2012,1.5055800258430347
SH에너지화학,2013,1.4690345580343096
SH에너지화학,2014,1.5083588517193733
SH에너지화학,2015,2.025467098705596
SH에너지화학,2016,1.6937070236769085
SH에너지화학,2017,1.562874416246387
SH에너지화학,2018,1.3802553377285225
SH에너지화학,2019,1.253662549753117
SH에너지화학,2020,0.9485153594237334
SH에너지화학,2021,1.265254791374435
SIMPAC,2011,0.917818419529662
SIMPAC,2012,0.9636372654058123
SIMPAC,2013,0.9379856106709221
SIMPAC,2014,0.8666093598882997
SIMPAC,2015,0.86362727167119
SIMPAC,2016,0.6212065776206548
SIMPAC,2017,0.5498930463059899
SIMPAC,2018,0.3462473921409925
SIMPAC,2019,0.4543270021550335
SIMPAC,2020,0.3312950011689052
SIMPAC,2021,0.6915026402223162
SK,2011,3.1109027558409417
SK,2012,3.2330951841649567
SK,2013,3.3736675837775683
SK,2014,3.2457734126416877
SK,2015,0.2130551309319591
SK,2011,2.7969670425313864
SK,2012,2.4006953789848007
SK,2013,2.206170906691819
SK,2014,3.616354915801228
SK,2015,0.36784361861786863
SK,2016,0.3676053959399404
SK,2017,0.4095537029694412
SK,2018,0.3849091752697633
SK,2019,0.32932726035011634
SK,2020,0.29912381804185645
SK,2021,0.2873288890391013
SKC,2011,1.5555986773389927
SKC,2012,1.3301746817004467
SKC,2013,0.9480308190755706
SKC,2014,0.857234217459663
SKC,2015,0.8380825198458937
SKC,2016,0.7274554862327824
SKC,2017,0.8795264629273348
SKC,2018,0.9012131455937157
SKC,2019,0.8927389834579268
SKC,2020,1.3389062101357125
SKC,2021,2.5660836959852786
SK가스,2011,0.6336144157939692
SK가스,2012,0.6684646991180818
SK가스,2013,0.5963850281955987
SK가스,2014,0.6115007466733455
SK가스,2015,0.458113895269176
SK가스,2016,0.5014989968081057
SK가스,2017,0.5554466014770829
SK가스,2018,0.4759967366281164
SK가스,2019,0.45716602577331966
SK가스,2020,0.414347095457272
SK가스,2021,0.5620098697611376
SK네트웍스,2011,0.819966629617745
SK네트웍스,2012,0.7697116264653788
SK네트웍스,2013,0.6739100353009647
SK네트웍스,2014,0.9431416395061407
SK네트웍스,2015,0.7228139370918343
SK네트웍스,2016,0.6670928833097959
SK네트웍스,2017,0.7352125331897625
SK네트웍스,2018,0.5560113025659348
SK네트웍스,2019,0.6072220657304597
SK네트웍스,2020,0.5319845359258781
SK네트웍스,2021,0.5705279481382924
SK이노베이션,2011,1125.2588025792131
SK이노베이션,2012,924.4230406837934
SK이노베이션,2013,0.8009675467711149
SK이노베이션,2014,0.5815984454713864
SK이노베이션,2015,0.605925880939271
SK이노베이션,2016,0.7725291387110468
SK이노베이션,2017,0.8644859897389594
