,종목명,종목코드,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
26,SG글로벌,001380,0.3424294637043364,0.3641626417273136,0.36263592982842024,0.3635316892060118,0.3712857421890638,0.4397606389401675,0.4186282980366501,0.3808222113704689,0.3708915393051962,0.3567861665343512,0.30752465397369977
27,풍산홀딩스,005810,0.14799280569934659,0.2536960878973095,0.23044916938686552,0.18867966774814096,0.16529921252067364,0.15638411306551683,0.15998484139163893,0.1769288489273185,0.17260633586164187,0.16537961222833478,0.1789038474539465
28,텔콘RF제약,200230,0.3655426979893068,0.5056784952445198,0.12635938004782063,0.14490537738448414,0.3584496958346402,0.30463165637368383,0.08643633907729706,0.09526472368288624,0.3009419383146557,,
29,엔케이,085310,0.214278784484475,0.36176599752298366,0.3704394107579371,0.399481772850401,0.35945903292646164,0.47184739592230496,0.4637049298132782,0.4960423391041886,0.5730727715285425,0.6301621562155085,0.636447097966021
30,한국특강,007280,0.6904591047519587,0.7122303971024077,0.7750759932937056,0.7163755744753246,0.8203945046303002,0.8345102683388361,0.8972895707994315,0.823269674052511,0.7989825512446649,0.7831640956088927,0.7984592496916881
31,선진,136490,0.6447077225216673,0.6570228159006953,0.6630908233244479,0.6389699375573858,0.5125225650029879,0.6416520905774473,0.5661200064092791,0.5629319524318077,0.48704229607474964,,
32,이화산업,000760,0.1501939407067036,0.384219498932622,0.370775313659104,0.36404772800279317,0.3419851730812999,0.322463373601952,0.3251731374193599,0.31334115592865375,0.3371700904543755,0.24533712316384718,0.24172691049897052
33,KH바텍,060720,0.43278959158421687,0.40581719106913056,0.3490556582193529,0.41601716144511963,0.34841765815089293,0.39495516380285084,0.3810962280035472,0.5377420035316077,0.447604702482258,0.534117529481611,0.4658649099397554
34,농우바이오,054050,0.21646721964494312,0.21707575493367082,0.20047149986374263,0.13471315399378797,0.2719323302940149,0.24117884699181885,0.18761953382709606,0.16529212391636863,0.11818609632832311,0.09158341637181253,0.13335158045972936
35,조비,001550,0.48681476532933926,0.4171894756214245,0.47688321482876134,0.486825720539858,0.5033927912087278,0.5762979514981508,0.6385720444000906,0.6584129637336171,0.6224497067093094,,
36,케어젠,214370,0.07481720542858668,0.052245234095651974,0.06457257970224273,0.06516210615048018,0.051507854173894564,0.04760201261953952,,,,,
37,삼성중공업,010140,0.6624595530742606,0.7122595078479114,0.6140517658375707,0.5276671164828861,0.5804454181472357,0.6355263903057901,0.7534477889447811,0.674507352902322,0.6645580619563396,0.682419015416419,0.717070428163603
38,세종공업,033530,0.6585663125055251,0.6650490147634972,0.6172818875286097,0.5851192319298059,0.5771031330965969,0.5806514511272496,0.5699402125263575,0.5590661622313885,0.4893353266674478,0.5386289407431429,0.5688672346152663
39,한국화장품,123690,0.5470475726516375,0.6083915377909438,0.5671585363860494,0.444564036495443,0.4032878742458202,0.4391495236088982,0.43099271648676163,0.44709398060480526,0.7805908366682941,0.6469135029419035,0.5157484837441605
40,아세아제지,002310,0.2631746904764869,0.2820119516764991,0.3104745380413679,0.34325173808867027,0.3991722391591805,0.36037667741979595,0.3271398438637378,0.3259881833369179,0.34431217086510485,0.4687093921385814,0.5184873596062314
41,SUN&L,002820,0.7027404352272612,0.6152959761354261,0.6011412766937843,0.592061187740951,0.5692512253152955,0.5111037837477064,0.5157021239897202,0.48796521829636813,0.4904757303125987,0.4148936998716671,0.4501098936926954
42,진양폴리우레탄,010640,0.3871798251528318,0.3992064842825183,0.38741821894114,0.456491940507461,0.48472572788737395,0.4936674879703184,0.45551503846343383,0.28501794336774283,0.30007043833184177,0.281233286214389,0.29854540144110286
43,대상,001680,0.565507940719974,0.5643180994674852,0.575357672263828,0.5796294649490359,0.6073393894205236,0.6243078676596643,0.6110703768226926,0.5677366799838529,0.5899845577837683,0.6137814904519943,0.650562239302974
44,빙그레,005180,0.266189747937673,0.22850218042424408,0.16612559773211652,0.16645965968381257,0.1679879613017771,0.1635192711159401,0.16179464319511794,0.16384215374684,0.17134426707745928,,
45,대한유화,006650,0.18142871531549554,0.10971803576048897,0.12231306582193746,0.14255477918116527,0.25240194639525804,0.2668225117875458,0.32273106309544064,0.4153674587300836,0.4170615975035098,0.4165430103719632,0.3955370835184449
46,상아프론테크,089980,0.4317301618391736,0.4705521040378097,0.42088267360033416,0.5012986131545065,0.5021670632310548,0.5128092413669061,0.48785941010426453,0.4553972935285046,0.43925798707213337,0.37965722608846625,0.35911312127724154
47,광동제약,009290,0.40346481553907754,0.39543052329494965,0.43558181280522246,0.41146834261353465,0.42396381180510756,0.4120463665229794,0.4309499681975679,0.2895460686124172,0.3167978702746155,0.3136951077438768,0.22433556003746488
48,우진,105840,0.3056008282496884,0.3074363160366777,0.3359375269273723,0.37910428922749817,0.27970967970483146,0.3195044041374091,0.34436520668465803,0.33811813798348916,0.20907799650707345,0.19019449805251637,0.18602456273387402
49,STX중공업,071970,0.6422889063928041,0.6278700127161532,0.7095190548704094,0.7065741261911127,0.7836941813051687,1.7193621752581068,0.9248228786918573,1.001503856856346,0.932220418182943,0.6530633959897229,0.678974017138252
50,효성 ITX,094280,0.5720076051955476,0.6943393582431661,0.6753687339114157,0.6065297312879021,0.5766621961513776,0.5658774624109376,0.5788436376465508,0.6197859028389895,0.6635737763265711,0.6113562047604367,0.6507047208358144
51,JW홀딩스,096760,0.7139904157673748,0.7087293255584446,0.7266469473198703,0.6971261514950919,0.7249195268582271,0.7706809520860699,0.7503784266815992,2.945353767569098,2.8241427434409347,0.8092506306489543,0.7747293746569347
52,하이트진로홀딩스,000140,,0.7284532729669064,0.743904251059526,0.7253176339461926,0.7204060614922475,0.6966315679581823,0.7268324245817822,0.7276651506118399,0.7094641722737748,0.6961891797060938,
53,셀트리온,068270,0.2850017606773054,0.3154985945836871,0.2534184824734102,0.25640907555276327,0.26650306957138714,0.2840930470836622,0.34145236223031955,0.41965637819066715,0.45052946323111054,0.39399831056949003,0.36080580856526295
54,백산,035150,0.5547205272091965,0.5794090720748085,0.5697556252036828,0.5314726092971923,0.3482267694212271,0.3411422670568732,0.39275149269643095,0.4354092742270999,0.3744231770832833,0.4288457981257263,0.456100960862075
55,미래아이앤지,007120,0.2868308814431943,0.030914653759290662,0.03757458779561322,0.04232841258987259,0.045338174752238655,0.05521876710364872,0.0620235220449403,0.22572635014390077,0.45209940032680185,0.3261767177167764,0.4152167930778999
56,대한해운,005880,0.6066790689861761,0.7449408126587366,0.7320454543599616,0.7342314092625801,0.7378691359617675,0.7187463447305285,0.6249091026639723,0.6164511699798402,0.6694751925756954,1.1204606727926252,0.9735130068744443
57,파라다이스,034230,0.5637876253985428,0.5673623589423091,0.5377408862484957,0.48390613378571223,0.4689253291978407,0.4325585238332224,0.35476451320433205,0.2644996818774665,0.2767248553978899,0.2977572263004793,0.24501635156852195
58,이스타코,015020,0.38692664749800615,0.30931724744908856,0.3803864143154474,0.5717850490813209,0.5540726122893166,0.639927795289278,0.5524502693121459,0.3096186475964781,0.4382768170745131,0.5679034333890558,0.4731760940401504
59,DL건설,001880,0.42627542405166485,0.46485304579260794,0.46244932311482145,0.53821876880637,0.5820498622751591,0.6505969892698263,0.7408736067255289,0.782351191317639,0.8317664182380966,0.931743704182362,0.8725493224806701
60,코미팜,041960,0.3718137367563574,0.3593711947263365,0.3937988109682825,0.29961236864798657,0.28113139070132986,0.3373010574392256,0.4292656640182064,0.572671286578178,0.5889590700433984,0.47302827445258006,0.38805281079827736
61,SNT에너지,100840,0.2628208442100544,0.29693888347581326,0.26637634458759624,0.17692719556287692,0.22130116067462385,0.3397367581584476,0.2681758489064731,0.31788359849647096,0.3641950956360672,0.37395821001922774,0.4192080001130709
62,인트론바이오,048530,0.33916535349277804,0.15075885377550896,0.26971706995764005,0.28560965099545843,0.3360056251471423,0.21300397301074522,0.18822343487016244,0.43637828761589936,0.24658608041466729,0.39276530658553127,0.5100506297660076
63,SK가스,018670,0.5865764469398091,0.5779619707833251,0.5931768752577989,0.5625788048160747,0.5901780034976807,0.5796286637813208,0.6010875746760977,0.5787551029187561,0.5743352746865071,0.6623105963341389,0.5979429092585492
64,대성산업,128820,0.7210784553036675,0.5588418013682652,0.6248407175322594,0.586950441279463,0.6377257761410682,0.8194042308853472,0.7727579389835034,0.9921721918660972,0.8047591721517073,0.7686908138797868,0.7084985203835064
65,현대리바트,079430,0.4337308800831449,0.40117542895532887,0.39167394568629577,0.3410264315819741,0.3941551404081643,0.3392745828162905,0.3519505033249094,0.3658506895479593,0.42000993061960445,,
66,풀무원,017810,0.7005183365466245,0.6971264459940737,0.6880536549873107,0.6337647778157512,0.6592746584266953,0.6549436396346932,0.6615069199557232,0.682323905877102,0.7225120458389681,0.7180334917483244,0.6883375733104369
67,삼영화학공업,003720,0.570455742196388,0.5802368890506986,0.585764727942872,0.5595507862293566,0.5164327057840647,0.3852603204863344,0.36764786613967326,0.3553848607390592,0.311435328667121,0.3438720391789362,0.37308561216166963
68,인터플렉스,051370,0.496856147961838,0.48165341712880066,0.3801233408081208,0.33650243696079457,0.35587419343849525,0.41471602338711505,0.4777355940122896,0.464914661494687,0.47640578231691627,0.6568877119876936,0.4910394778621384
69,코리아써키트,007810,0.387588039625795,0.38557632737970804,0.18429528495716394,0.22520538727559944,0.2536049587058349,0.24898812709574122,0.24330610811797918,0.26752294328785525,0.2814717997605995,0.3797668641544542,0.40841292071124335
70,씨아이테크,004920,0.39874334133992295,0.5642465679205064,0.42286394930841525,0.36373647213106114,0.4236471908754966,0.13688447991234215,0.271067714510323,0.3441764908795443,0.2645672866681367,0.0315971763798452,0.09771697109248444
71,그린케미칼,083420,0.41710456171388177,0.3596682344395353,0.41924826252337594,0.43281817058310634,0.4380011215040561,0.4403134654242704,0.4695576003248529,0.41026725013024784,0.34459199782823247,0.3788286083958768,0.30495843914773735
72,시디즈,134790,0.27539914513913877,0.4906140272145359,0.5222862104997543,0.6510563561271773,0.06644198994040948,0.06340274902841983,0.052543720794578475,0.05247042481112645,0.06535277275456518,0.28943843673521497,0.2735668190355766
73,갤럭시아머니트리,094480,0.6553625727665521,0.6490777246699733,0.6198784671867538,0.636458516253399,0.6489474153573163,0.6281711382866468,0.6209735050244647,0.570916037603599,0.8801437669241505,0.8049825982402251,0.8277498146427401
74,대한제강,084010,0.4156234063729361,0.41962073596274047,0.272577206614772,0.33813262283381035,0.388744009986461,0.3425482964583337,0.3634203936503401,0.5203230782514497,0.5377074014220857,0.5323772515142626,0.5856490266580541
75,이연제약,102460,0.4869281680369929,0.27556000815566656,0.19083426579353685,0.2565413991074898,0.2447325147129417,0.14527411732533077,0.17400687936703327,0.18687963594555565,0.21303463151339677,0.19479283441392428,0.2140974777294398
76,세아제강지주,003030,0.4526896891031093,0.42531513265234544,0.4476943070250811,0.44687588829399355,0.4737653938363549,0.40449421396971613,0.408282247406622,0.4859186621265648,0.44905466991112136,,
77,영원무역홀딩스,009970,0.27059928662013316,0.2988360183408584,0.32028249004329157,0.331677888037645,0.36474374044774693,0.3814739287791193,0.34811759347928195,0.24475978039155336,0.2558667261713269,,
78,국보,001140,0.6887716007438123,0.660580620690383,0.7520380499259331,0.7216698198280265,0.7564006925278135,0.8121292503088955,0.7784275569076048,0.7514409694954614,0.697216627652926,0.6569019190943305,0.6513933524790595
79,한국쉘석유,002960,0.3388829375591643,0.33976615165340257,0.306099669033718,0.31154053859145453,0.24059201038488215,0.20861005392523346,0.2346137262040517,0.2127648023551498,0.266975895842007,0.26315915765153525,0.3513187310922795
80,신성통상,005390,0.7050597706203823,0.7311413896845782,0.6693593424079713,0.6485123718020644,0.639010045414212,0.689531960410504,0.685865456475513,0.6807970816229373,0.676538850843948,0.6233255250191853,0.6159820467127485
81,벽산,007210,0.4256266247103515,0.3718199184000715,0.3699320124507135,0.3768878402780665,0.353845632762632,0.38860117113424847,0.3774995133241913,0.391938370472093,0.429447362659117,0.4740790211603034,0.5219220131280564
82,동성제약,002210,0.5559422221938987,0.5629267954868876,0.4678653717989901,0.5899713182829104,0.4824597051660068,0.5564064237384184,0.5348291614264238,0.5858520358383692,0.5162542895618718,0.5294432844075364,0.5167555631349758
83,신화인터텍,056700,0.42716255133663683,0.44084017330282554,0.4754326931995579,0.5654942261630136,0.5263227125175439,0.5266951874482247,0.5396467402316844,0.6314080995114535,0.6540060850041842,0.7218679206940729,0.7556764446749269
84,메디포스트,078160,0.3616787603445891,0.4681112543348688,0.47613822700491304,0.2785124715693045,0.27796780999643683,0.2543782404331575,0.2492012362817739,0.36904815231111143,0.19447088624892847,0.14705582821755703,0.12712105963917714
85,하이트론씨스템즈,019490,0.5633155186229811,0.7659968646985339,0.6923826632439696,0.46682541488532525,0.4354214086691483,0.30844667692984723,0.2944770433922663,0.28906717055058806,0.3132294928148749,0.3442005547795825,0.3904182063350661
86,대동,000490,0.6938818296011245,0.6502722509801869,0.7354890856057611,0.7185206963197445,0.7003969689363354,0.6775428874403563,0.6612995431928167,0.6741245861074897,0.6089859773804688,0.5844425888253229,0.5866335982512099
87,웰바이오텍,010600,0.7565761172307764,0.7251795441045482,0.3687699112950002,0.312668880854472,0.6914040027868351,0.4344251211889829,0.3810514298681344,0.4266277961319513,0.3354566303317803,0.4169521309459005,0.4424010948803393
88,SFA반도체,036540,0.3442227576506356,0.3950594178695768,0.5223405643707293,0.5413786174772875,0.5740124508897744,0.5983604060044457,0.6478322552871292,0.7493407039626708,0.776987550398963,0.7225100799690106,0.6321663429337834
89,영화금속,012280,0.7123509371358512,0.6270729614038507,0.6497042883369083,0.6661749920654452,0.6096577950919754,0.5090383230173926,0.4845908112004902,0.4966864435709605,0.5031529766154784,0.5781902348259502,0.6762963779412201
90,DL,000210,0.45569597430832937,0.7690004102103583,0.4989516931515875,0.5285664918292352,0.5751295929300311,0.584766149800805,0.6016733039750513,0.5786191062018804,0.548334045849649,0.5531224484825503,0.5692009291120933
91,한온시스템,018880,0.6992059312370498,0.713165431211282,0.669954757656992,0.6019896542515301,0.5068806306864503,0.5116491531470219,0.4798342742325497,0.4845739468403068,0.47836090545596494,0.35663766514107753,0.37341633579099553
92,팬오션,028670,0.4456835407709216,0.3976271680437969,0.34903103311790257,0.3541838613267254,0.3812203385304191,0.40751102722319027,0.43642119990246353,0.6878888003984265,0.9506336820194712,0.7512035357981097,0.6538363087882885
93,현대바이오,048410,0.23541368367472695,0.4416783546963055,0.25634630282195947,0.25040553655703524,0.37592720998231655,0.6587833447847677,0.43324512299263146,0.3146177354396233,0.293076029682609,0.4106026762684245,0.5348339946044536
94,한세실업,105630,0.6181536877443669,0.5873371135244312,0.6142257073706373,0.5791874021445508,0.5204427370174268,0.5564497572059703,0.5710391094407279,0.5775339565423071,0.6012534487518286,0.5998760348030269,0.6329391824906745
95,한세예스24홀딩스,016450,0.5764227708652353,0.5946850989945895,0.6558302792179915,0.6319303683624311,0.5859676146132777,0.6093279036394393,0.6175545347051664,0.602018760090469,0.5741990300570505,0.5733911589181375,0.5914643678001438
96,KSS해운,044450,0.7629527116949596,0.7486217452002796,0.7064474405437183,0.7222299454133179,0.7489399099709845,0.6357808481310151,0.6112561553037966,0.6275285676909856,0.5258752248713899,0.5557575781310652,0.5394270807270337
97,서흥,008490,0.4692686280101248,0.5078494752988769,0.5358827674932995,0.5178030541076677,0.49463106850797467,0.5076914068683566,0.5275444903104005,0.51692919469642,0.5322448703484118,,
98,LG유플러스,032640,0.5891406088067354,0.583044426242998,0.5903463844089393,0.5083648088213816,0.5615594984119999,0.5974409124541866,0.6277797887674318,0.6522159122126157,0.6583779240966087,0.6619530680656167,0.650687697011271
99,대호에이엘,069460,0.5240471961530466,0.7290108690395366,0.6741932860112955,0.6704108171613493,0.6950133466694928,0.7445401257169215,0.733147406277378,0.7681653371260503,0.7349267824801685,,
100,영흥,012160,0.6186116003778559,0.5659633586953063,0.4649610521723596,0.4320536434163059,0.43971378352634555,0.42565110177955306,0.42484315112029436,0.4964494350132053,0.45139352772845004,0.3391446298633398,0.3214588642742511
101,쌍용씨앤이,003410,0.5356018864256611,0.4921001528309803,0.4651575899722979,0.42974594594816223,0.4227509465658278,0.4359811071517997,0.5405410746474261,0.5726871940271998,0.6109582365432058,0.6357255722956701,0.6421542198214208
102,이수페타시스,007660,0.7209298741084083,0.8327905224434318,0.8175603492243476,0.648618433486597,0.6417798404479726,0.6405986331868243,0.6086929120615467,0.6192078544666647,0.5565925594535687,0.5052222889927626,0.5082282736589244
103,흥아해운,003280,0.5837430814095995,1.091652959367896,0.9282550859194838,0.9089855477390841,0.8443080877250605,0.7991854287646657,0.7813697408162883,0.7421557417181885,0.7279674328218959,0.7663572392624983,0.7866847702484702
104,신영와코루,005800,0.16916817738647263,0.15066608769060813,0.0974627460233045,0.09272155751265923,0.08093264929097725,0.10232388920984178,0.10659150409088212,0.09509782909130983,0.10504902086801679,0.11695920224832893,0.11050047908524538
105,팜젠사이언스,004720,0.4238831795611338,0.38344736658357054,0.43773486396884237,0.42106598010703267,0.2544681352146559,0.4337879173745259,0.3830231494665118,0.5215367535932138,0.39397500235488114,0.3921215868878118,0.5635266476894976
106,대성홀딩스,016710,0.5201728423318013,0.5075361505501009,0.5247494443430423,0.5233181921445563,0.528903140135157,0.5176847133182206,0.5303509136138266,0.5643263305196129,0.5649881489682874,0.5509771442182024,0.519836326547585
107,농심홀딩스,072710,0.21806044589973134,0.22002983483935273,0.2419870765317179,0.2501864484663393,0.24626785616997027,0.2819597191984509,0.28135579012257894,0.2844608935246552,0.29139705598985666,0.2823678527991365,0.29275861689595384
108,한국항공우주,047810,0.7784125749838972,0.7607553759906291,0.7290762714280328,0.7196633769296649,0.6398215938128295,0.5150442346771225,0.5675279328481362,0.5254984708030063,0.5366577044539994,0.531135701460802,0.5183252187297241
109,에스엠,041510,0.40039799189348213,0.42356202539673016,0.4328106210973821,0.4252939805373518,0.45376049620680514,0.2847861913779622,0.2962987263428704,0.26419445214951537,0.3210121739508775,,
110,이지홀딩스,035810,0.5978939262800094,0.5774691620469633,0.5914467474308011,0.6116128652346763,0.6045349950658832,0.6436618345933662,0.7474170884169248,0.7541042984418574,0.7550234212558602,0.7695740379284509,0.7621477298340108
111,솔루스첨단소재,336370,0.4837805747275494,0.4176450189626086,0.715434927071079,,,,,,,,
112,LF,093050,0.4103549018055214,0.4295402454752418,0.42429972070296534,0.28356993387734203,0.3081879255023856,0.3345391080485861,0.31006310129417736,0.2993679896030831,0.29160588563770296,0.2759397811037491,0.29657523077769715
113,한화에어로스페이스,012450,0.6440685487323393,0.6841221601700657,0.6721152246987562,0.6436579374086354,0.620543634673177,0.5858840976088067,0.45346797952321827,0.5438156679738526,0.503590749823053,0.5132041572258677,0.5025001331253783
114,인크로스,216050,0.596252563015958,0.5843449169937471,0.5442745916020061,0.4811741047883886,0.5042470168403033,0.48361063947998145,0.5959493020505852,0.5884730856067663,,,
115,삼화전자공업,011230,0.7363782052286104,0.7485900502037894,0.7325514907036609,0.7004084145799016,0.9936958923103566,0.8860704993406675,0.8795470649756078,0.877638784246927,0.9077940600157359,0.8778347397635083,0.7505483386784352
116,성문전자,014910,0.4343687584448198,0.3425855206565791,0.3551671535106427,0.32132038075012903,0.3184297327005016,0.3645790367226169,0.3691731761619573,0.47282629012811167,0.3951158545682435,,
117,부국철강,026940,0.20081426071540998,0.14315244202393004,0.0794687537754651,0.0928773201969934,0.13240492616363098,0.09376459854115901,0.10715388272381782,0.1475193282401813,0.225880772374592,0.2539023639367838,0.30475214379297405
118,크리스탈지노믹스,083790,0.3553352364049125,0.3045967757012642,0.40605704595852626,0.28200504163398193,0.23335863164401846,0.35286252805786567,0.42146162341133997,0.4811256142062365,0.5926123787664778,0.591867056387228,0.5176422270416593
119,LX세미콘,108320,0.31743150450790775,0.2908568535874744,0.25014795508699106,0.2649041844570338,0.24264216270277283,0.21670813109413387,0.2493040541692599,0.2061531150081904,0.20581258226601815,0.23922807284551514,0.17713773607520583
120,유니퀘스트,077500,0.37081708387234524,0.3771172534945271,0.3868048167866529,0.4088620658819584,0.3231447256384509,0.3580006062474851,0.3069714579269492,0.29302355088301796,0.32931709447463814,,
121,KCC건설,021320,0.5939528113997399,0.5902500789479866,0.6367036261443124,0.6351286951102686,0.6410767004220005,0.6565895751641248,0.643398951988703,0.6585355188700543,0.7494771649548849,0.6088094488199257,0.626287250871132
122,한국주철관공업,000970,0.18008256659410926,0.20457869092945521,0.22026120815751807,0.2359725268103839,0.23790102568522709,0.27199715216419423,0.25400277312521563,0.31387190161923856,0.3443524788892811,0.35408669061083664,0.38215050530104333
123,씨아이에스,222080,0.6357689245050823,0.724336456322212,0.707381538465237,0.7687835646869413,0.5733345280683169,0.607100674024187,0.6142107049012451,,,,
124,OCI,010060,0.45235642656761976,0.4623390290448938,0.44177815636311785,0.3828943987513403,0.4380073985342924,0.4775436363367074,0.5557877386730596,0.561178998272623,0.5517432116247327,0.5068503690131864,0.4836735882896611
125,한전산업,130660,0.4783043845741432,0.49151689815825744,0.487949575274287,0.49234483606973606,0.5367426644048309,0.557069272793945,0.5643841264754978,0.6881597566395803,0.5575125345047313,0.5980947481549255,0.5217459845404256
126,세아홀딩스,058650,0.4830425302144687,0.463706067619748,0.44427912563624206,0.4485942373592033,0.420340240835929,0.4352598570410971,0.4630312503735862,0.4405442941316207,0.4424768818007519,0.4547814709693676,0.4401639799393851
127,코오롱플라스틱,138490,0.4024570443468519,0.37639906443266186,0.4164671211398197,0.42122458077339403,0.45022608466180275,0.43294225960631755,0.532555516991148,0.5774558965657619,0.5968116517011602,0.5520524349302427,0.5537158469277756
128,JW생명과학,234080,0.402215432745314,0.38203063675080984,0.39119615439184036,0.4560511009222358,0.48572053192290876,0.5302758305098456,0.5395176766127355,0.5303960569546703,,,
129,애경케미칼,161000,0.4464706786695485,0.26485789389126274,0.2695182275547309,0.31401297558435476,0.3432863566338404,0.38029209853247603,0.38214172377012934,0.5438073435815308,0.6074913780204161,0.7075535925537699,
130,KC그린홀딩스,009440,0.7132529797652776,0.7035956598512443,0.6393220042897243,0.57258453999143,0.522699445038358,0.5498240132304787,0.5651450868923426,0.5563549709167869,0.506838174906889,0.6039133067335652,0.602130612240171
