종목코드,종목명,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
008500,일정실업,16292802197.802197,18070909090.909092,24559155844.155846,27538035714.285713,32934642857.142857,35824413086.913086,33215535714.285717,24174592907.09291,23405892857.142857,16627434065.934067,26604125874.125874,33192857142.857143
019540,일지테크,32495512500.0,41748159375.0,97555294687.5,155013921562.5,125503815937.5,98226050625.0,72573930000.0,43857555468.75,48701688750.0,45500724843.75,54003898125.0,43841655000.0
081000,일진다이아,112506940742.10165,89682237499.18832,86045914439.73215,83736614796.875,86707488508.92857,93717282323.39536,163737400375.0,286145097167.83215,388186544140.625,566303796063.7019,564895662491.8832,389212239910.7143
020760,일진디스플,254931894895.4121,447579476930.3571,493020973041.6667,290051100900.0,206027157508.3333,127507528759.61539,228949213533.3333,138279102397.4359,114567302850.0,106819854956.41025,134110578496.96179,83665772843.92857
020150,일진머티리얼즈,715793076923.0769,468378909090.90906,445452106060.606,395460333333.3333,339287666666.6666,597934370629.3706,1280811964285.7144,2002175071272.9197,1790843277775.2976,2027968352327.896,4057456938041.6455,4048860676107.143
094820,일진파워,79574597203.2143,79299689462.13474,74442374651.02678,84156025136.29465,74401760866.36905,72506230191.4267,77626181228.42262,93549295421.81506,91338830996.3988,73996451520.28618,175217215888.38034,387684378896.4286
103590,일진전기,247772388410.43954,181534393088.474,188844025488.39285,307746268922.3214,230099270112.5,185949774792.8197,174696090970.5357,161180714042.28583,120037830377.67859,98163413908.2761,186602987906.86813,204207004928.57144
015860,일진홀딩스,135177533067.89836,90730073958.96915,115230578556.39204,304441659258.0357,469435556138.5714,391634701431.5222,266398568420.26785,213473264522.07822,210718892772.8125,217630534230.4945,288070338037.7678,244975004892.85715
049550,잉크테크,112852953914.83517,166401911366.55844,229147997323.29547,140654310172.61902,69947889327.38095,74767335708.96103,51849743908.8988,56259240172.992424,60780861645.59523,54193819894.15294,146181074912.17032,140072844681.42856
043910,자연과환경,32166737492.53846,50642271906.862015,43891566599.16883,17925967684.81845,25756760264.866074,58062978003.11127,65258570195.99702,69144746125.70618,57280368318.0506,75589446268.81525,111101612063.71442,157042526040.0
032860,휴먼엔,52843085052.78159,73754549590.46266,41156521651.143936,59391276299.90179,26377362499.017857,65701476991.97802,40488111543.809525,48744406094.88178,35120768541.90476,33278264420.29304,105612426371.18631,64673414725.71429
046840,자유투어,82692435617.78023,37759319285.42857,32969593702.57143,,,,,,,,,
052650,이디디컴퍼니,39069139615.38461,30053349168.83117,5688122857.142858,,,,,,,,,
033240,자화전자,120030673351.64835,232417928571.4286,388194887175.3247,260218586309.5238,236418511904.76187,274550973401.5984,375066264880.9524,255057304154.17917,210417163690.4762,200131507326.00732,362475335289.71027,404795714285.7143
090120,잘만테크,35665022623.46841,65074019917.5,51350693445.64259,44992559865.48215,15749935473.0,,,,,,,
049630,재영솔루텍,23060666513.173077,35844190033.31169,42599409266.64908,43714509657.66369,61490317904.09226,90982482427.05296,91425951562.29166,87319554430.30594,84865657478.13986,59028470990.5728,84792434082.992,79674005271.42857
000950,전방,60486115384.61539,43089409090.90909,47706681818.181816,56803500000.0,87754500000.0,63353916083.916084,39216000000.0,35000687062.937065,28374000000.0,36325326923.07692,67919234265.73427,69918000000.0
006350,전북은행,309652118108.7363,304540267833.5714,400373391754.2857,,,,,,,,,
065530,와이어블,33366858461.53846,41970925811.68832,57228515730.519485,75300643214.2857,92901450000.0,80944812400.0999,81230559821.42857,140186512144.1059,193517156250.0,225764055563.18683,205231458341.65833,150688757142.85715
040420,정상제이엘에스,121484489080.87914,89456573205.7143,85952730269.04762,95729652118.57143,104116209250.95238,110781971676.7033,119221717240.47618,114658188329.19415,119173191484.2857,97013825957.87546,113822805950.989,120851529417.14284
045510,정원엔시스,7768737460.557692,19708425288.36526,28298616162.438038,19889286319.91369,39236593625.6994,79313568468.96042,75296409624.10715,76429851847.71811,54621111711.72619,56840072368.46612,80924659618.88861,70549852798.57143
073930,제너시스템즈,16177102265.43956,14873804889.39935,4873951005.857142,,,,,,,,,
095700,제넥신,62497674601.0989,75176030741.72078,116281335900.0,323650658359.8214,677248293873.2144,865874030678.946,913892543775.0,1897208629986.5967,1396023427174.1072,2525717984300.2285,1981972136345.704,1131495545914.2856
051170,썬코어,22162101754.175827,24225741203.636364,21428146049.03815,19901609624.598217,127579560222.99107,157104235694.08215,54709971747.76786,1613047107.5,,,,
033100,제룡전기,47792091799.45055,33057106585.714287,37659912528.57143,43657155553.39286,56596328354.59821,68439602038.00824,81429242911.69643,168150566192.2184,115541784025.44643,78973952191.6392,99791085648.65384,77782215582.5
019570,리더스 기술투자,7741113797.4175825,11923175410.844156,9510320725.386906,8813226110.565477,10733687624.464285,82170518970.27534,30043690476.190475,26512583250.083252,37060403724.20238,39345646376.07143,91004717381.55371,70112133049.71428
079370,제우스,46147984615.38461,40679657142.85715,48197891774.89177,156076071428.5714,148974438095.2381,141262662637.3626,171133573809.5238,162226162271.06226,133007914285.71428,163151682087.91208,251467790109.89014,308219371428.5714
054950,제이브이엠,237697767232.96704,271314351123.37662,315563561129.4372,382420758778.5714,365935903394.0476,320770696066.03394,336142951817.8572,250654407641.7957,217079486944.64285,185917664933.3333,198903015985.68933,169085775257.14285
033320,제이씨현시스템,30607509361.758247,36575744901.2987,34184398098.095238,57721602466.66667,64702921201.904755,135992906088.07193,144886256796.19046,142325321523.34332,97874425068.57143,115639469190.4762,142324704903.0969,130073709760.0
126880,제이엔케이히터,142753846153.84616,106601948051.94806,72642900432.90042,48090119047.61905,45682380952.38096,59385229221.96803,57858061318.541664,72260774691.4448,116458438891.78572,151507785767.87775,162155300007.25897,147085935158.57144
033050,제이엠아이,68769710244.47803,74950204261.63962,46400969177.873375,41411155589.49405,48334750576.13095,45811526374.96753,39417125326.90476,39366647281.71683,37610717167.797615,46716635798.15705,45027758862.942055,44470801830.0
094970,제이엠티,27484713055.494507,50217123468.181816,37302195807.03463,42541277289.28571,35578296201.190475,40745458339.910095,74549606380.9524,59109277114.060936,60759972884.52381,41579039521.611725,63811118572.97702,70103347428.57143
035900,JYP Ent.,101437719403.41345,128260003032.72726,129149190693.06818,165863430936.3095,156918528214.8214,177049530497.9046,317433644981.6369,978061054019.1412,884566538946.4286,1010630899634.6154,1468516793262.787,1980252946571.4285
060750,제이콤,22571316192.857143,,,,,,,,,,,
089790,제이티,24816556322.664837,37190877151.94806,27097668467.261906,31842735371.1756,42869696796.42857,27683100763.48651,22818289500.26786,27206497999.20267,42097093010.1488,73587180906.99405,94075791082.22403,85884013948.57143
030000,제일기획,1877163065625.0,2252184098942.776,2884196497667.4106,2509661985680.8037,2289183423660.714,1874258303425.3247,2216837558058.0356,2365950719461.2417,2923262580323.661,2087547866316.9644,2638444205984.1724,2618009591785.7144
001300,제일모직,5343934117199.726,5180073784288.637,4643256101084.659,3631681886400.0,,,,,,,,
052670,제일바이오,13066813186.813187,14849688311.68831,22702168831.16883,33918714285.714287,55533116071.42857,74030207292.70729,60973883928.57143,59296592470.02997,78624107142.85715,109537293956.04395,99893634008.37663,72624998494.28572
002620,제일파마홀딩스,170287683379.12088,230060491071.4286,204126026785.7143,309478861607.1429,452690758928.5714,1268364035027.4727,575156513054.0178,203101268111.3064,328276215123.5119,294678010880.9409,314510832038.4303,219291345071.42856
001560,제일연마,51957760989.01099,52557629870.129875,63402922077.92207,73262500000.0,80657142857.14285,63949488011.98802,59835714285.71429,63676254995.005,66706547619.04762,61832921245.42125,84082230269.73026,113321428571.42856
024100,제일저축은행,33771514102.564102,,,,,,,,,,,
023440,제일제강,32862156593.406593,32813230519.480522,37322342526.88312,34893564208.02083,47745542645.1637,41948289723.28297,31656221634.375,41798514888.625435,61835966218.16965,59054769666.081726,105016401228.7806,81367043899.28572
026540,제일창투,6448666666.666667,,,,,,,,,,,
038010,제일테크노스,12388475274.725277,14679350649.350649,15222637987.012987,28258125000.0,33317946428.57143,47442750374.625374,40089241071.42857,40491712350.14985,38067991071.42857,41251895604.39561,66853793706.2937,60672857142.85714
006220,제주은행,113006602971.18132,104208923106.13637,114955628085.45454,156200824878.0357,221587400481.25,173965821041.01398,164456306487.85715,137806897662.85236,144920851223.75,96032633332.92352,224755097272.25525,206748660690.0
083660,CSA 코스믹,25695511208.791206,18894707004.87013,14461501617.359308,15170752074.434523,34210128357.589287,71535338592.22403,82563954665.08928,168339402340.69525,82347662970.0,108485982054.39905,71269084863.45717,80968734141.78572
082270,젬백스,761791397160.7142,905834627025.4059,590488259001.8398,495342532077.0833,821089147923.2144,522030507988.037,385742655082.7381,460987446416.9643,700384800204.3154,884464225258.6996,840522624869.9114,599752343335.7142
044060,조광ILI,22103971987.774727,26208291820.94156,21167832974.48593,23129843588.392857,32621784116.651787,48440578741.087036,47813181529.40476,62494481427.408424,71883135701.66667,70370913635.85852,121853168543.42908,124097700106.42856
004910,조광페인트,46620483516.48352,106052987012.98703,72913316017.31602,118679238095.2381,188064761904.76187,153380539460.5395,134036190476.19048,105433955377.95538,81521142857.14285,68276893772.89377,102381938061.93806,104521142857.14284
004700,조광피혁,73830183398.87363,106558912883.1169,212782670352.43506,649751390667.8572,580535051433.9286,279550295134.2283,261709873788.98807,239330469203.13855,249417873584.5238,336073891026.0531,369454520554.5205,341243260928.5714
001550,조비,25191795598.763737,20346609591.818184,45498974093.42532,48147354251.78571,51640417076.78571,55575960965.80919,57015866816.51785,126656081471.4015,108560291103.72025,83622685161.1607,118701858380.35715,117900912721.42856
000480,조선내화,251824175824.17584,252457142857.14285,297709848484.8485,441472619047.619,404435714285.7143,349162987012.987,351161904761.9047,339889269064.26904,349092857142.8571,300702838827.8388,343967482517.48254,317171428571.4286
120030,조선선재,46974301375.54945,47636798250.97403,46441025994.03409,76454700375.0,90967843194.64285,82144838253.14685,97533829457.14287,110551742291.88312,108355616871.42857,123101661223.5577,146781126663.08688,142384059642.85715
034940,조아제약,136186793989.9794,135186638214.2289,105777547436.29059,106264052934.65773,119611147258.1994,148092027414.32193,128878535078.70535,153470688484.83142,119687820800.49107,137703094053.7397,127565317959.34315,110144349208.92856
101730,위메이드맥스,82307270329.67033,155729714285.7143,271860476190.47623,231015617216.0714,176481074180.35715,65181912721.04895,73344986651.78572,83990593022.10913,45023823091.60715,36145579670.54258,241528918587.10974,781369156185.7142
018470,조일알미늄,64975902197.80219,80593410389.61038,77122279870.12988,74002200000.0,121761678571.42857,125003094905.09491,94695357142.85715,75932145654.34566,58839619102.67857,41973355436.84753,174732435490.65848,274855993012.5
002600,조흥,38282554945.05495,43814220779.22078,52751363636.36363,54750714285.71429,87870535714.2857,99155094905.0949,168969642857.14285,124857948301.6983,100306250000.0,90477609890.1099,114385302197.8022,114300000000.0
001630,종근당홀딩스,297971116071.4286,322697264610.3896,593863461416.396,198150034821.4286,388759234545.8333,405184213592.5325,347830474345.8333,333687303502.8284,477639551327.97614,569404078784.4093,470993185783.2043,354304526864.2857
063160,종근당바이오,78573072225.0,61330530133.538956,79473234806.65585,98388321987.94643,129278104185.26785,142931540486.78195,114211417201.78572,113694291180.18857,147791429082.5893,276014723823.62634,282742357417.65735,199140420600.0
033340,좋은사람들,25342063069.0522,35891156097.516235,38644978436.36905,34396087960.625,53477646168.06547,68255131726.68331,57736938999.88095,128923977539.3057,123807140537.14285,81414074047.17949,52782402971.42857,52653176320.0
036930,주성엔지니어링,440206225355.3709,253727150607.79224,249789312997.45673,184196579970.7143,288551109592.5595,448169987612.6374,613316411965.7144,421831559387.2986,343985289814.04767,306648706366.9414,703166892278.8462,1218464921614.2856
044380,주연테크,17502669642.857143,31066633928.571426,29570670535.714287,22419846428.57143,36139675000.0,67064246498.83242,56118286932.583336,47716396847.956,52272739116.33333,63384752421.706726,67068849812.50874,68205986122.85714
950070,중국고섬,127119642857.14285,124950000000.0,111577272727.27272,,,,,,,,,
900060,중국식품포장,64018406593.4066,51625324675.32468,91444610051.78572,,,,,,,,,
900080,에스앤씨엔진그룹,180483791208.7912,126444194205.63312,104012504283.79869,119477853950.89285,135946597882.75296,147676415508.39285,119782469476.13097,84116389516.64774,57987817478.19643,25295576812.107143,13489795637.0,
900050,중국원양자원,544201481486.0714,286232801009.78894,260489743182.31873,307503487070.0,364031296368.5714,190203578019.95068,80868906736.80302,,,,,
015110,중앙건설,10297249094.773352,6852866183.785714,,,,,,,,,,
030030,중앙디자인,8531967714.0,,,,,,,,,,,
072020,중앙백신,91110370879.12088,92903990259.74026,87175040584.41559,99580321428.57143,115849892857.14285,181371281718.28174,133464732142.85713,175160667832.16785,189395625000.0,161752862637.3626,167990984265.73428,143246142857.14285
000440,중앙에너비스,22555682756.25,22934843277.272728,24670841096.022728,28556950987.5,38172677562.5,37240321404.545456,39571557837.5,43986036754.545456,46396751781.25,49620603131.25,100248760251.13637,207163271250.0
054180,메디콕스,27841205840.65934,16843697792.207792,22177827602.81385,26000062797.61905,52747008928.57143,61651232792.207794,42721336309.5238,98080297415.5944,67016726212.17262,58418037869.40659,86384336713.18407,79282508701.42857
067290,JW신약,236715858091.9231,253190101866.57468,167577701357.75162,177445810928.5119,276893827150.0,372843658453.87616,299439005917.619,343212440436.84106,226332077410.4762,217374113679.79395,203074149572.84967,202763033784.2857
001060,JW중외제약,143129649182.14285,156301106072.07794,207267030886.52597,232506726180.8036,561722618146.4286,1064431981714.3105,853235401287.5,818901890873.4828,660676999899.1072,702145356830.3342,584377143357.6299,607600211967.8572
001067,JW중외제약2우B,1132084358.2417583,1195586982.4675324,1197178296.7532468,1234205817.4107144,2554338345.089286,3267429152.253996,3464580786.3095236,3823855468.491925,3706370998.5119047,5553157466.712455,5981739952.547453,6946837307.142858
001065,JW중외제약우,1676213436.2637362,1587822487.0129871,1636302636.525974,1656834841.0714288,3345408825.0,4348042252.216534,4075210601.785714,4458074222.019647,4498875613.839286,8153405308.814102,6734018977.185315,6829068000.0
033850,지노시스템,29282484353.57143,,,,,,,,,,,
033855,지노시스템우,179775892.85714287,,,,,,,,,,,
032790,BNGT,18932159359.785713,27823678121.20779,34958728939.732956,34416719306.36607,47064381523.24404,166404867798.86365,102980244805.26787,144677782917.60242,118140913550.89285,75633687050.0,108054330000.0,120352455875.0
061050,지앤디윈텍,20057421253.160713,,,,,,,,,,,
043630,지앤알,13609580780.428572,,,,,,,,,,,
036920,지앤에스티,8372511004.711538,10005226830.496754,5177879846.928572,,,,,,,,,
053050,지에스이,42999856318.68132,49633319318.181816,46122046361.60715,50099769488.21429,53892879671.25,58533085105.67308,55367407471.622025,49518751472.275536,46124672635.625,42898644297.5554,68458729378.81806,155367882028.2143
007630,폴루스바이오팜,15483447949.759617,26524257109.870132,24321101917.674515,26834047380.25,27106871900.625,84060786174.67157,83967703912.0238,401370214020.49243,76335829231.7857,49687968575.0,55134426375.0,
065060,지엔코,73535083416.88187,118098977172.62987,80456772383.18182,60479137250.0,61821498762.82738,346600925074.6329,197289160631.42856,221635794172.94333,133881613319.46428,111871604927.24176,84945534832.98402,65952413037.42857
018290,브이티지엠피,13052206586.543957,46442157284.9448,31134500850.286793,39202147836.22024,26484999218.690475,67324592943.124374,82345118257.5,210659841638.68506,276357640322.8274,293763534377.5618,285006477453.59265,229736621436.42856
071320,지역난방공사,752751960892.3076,714534442437.6624,1049638205816.4502,747687055635.7142,754362063709.5239,788092288701.8981,844328215378.5714,784977272081.7015,618833899005.9524,403922284266.5751,474401442075.3247,419357296085.7143
052290,트레이스,52525194734.69093,56409840095.38961,56583821847.62311,61983247545.04465,109293392887.4107,94717447000.64124,97184943861.6518,80361778650.34633,,,,
010580,지코,19524953467.252747,19575184430.064934,16424951529.480518,15262840988.214287,20122374895.714287,35391781868.99251,40631272940.5,39769443896.61813,45764451972.25595,19864619287.5,39874230252.0,100210979160.0
088790,진도,59810553712.575554,50409387340.12176,39671215320.42478,34274519038.005955,49754999326.041664,69092720179.66034,69587705051.42857,68071479520.799194,49760041874.28571,36277222934.50549,53925210955.44456,40659666651.42857
000080,하이트진로,1525984648118.4067,1759759962893.182,1948426640029.7078,1633382577852.0833,1591062370619.1963,1746917637184.4595,1638120771214.2856,1340167361591.7917,1651667412148.5117,2379827862170.753,2463648898045.642,2611976055385.7144
018120,진로발효,154622225274.72528,92394964285.71428,142565142857.14285,192040023214.2857,275710933928.5714,244892294505.4945,249689314285.7143,231065253296.7033,211515046285.7143,193180270945.05493,211212198395.6044,200123352000.0
109820,진매트릭스,20553159203.296703,23566745625.0,21394008214.285717,21761761676.54762,28700557462.723213,48455234505.74863,37034012936.78572,67180763140.46786,53309078649.77679,305057669446.131,222514654601.14886,148247195914.2857
086060,진바이오텍,12670322664.835165,16711116396.103897,23876664373.647186,19594346466.05655,30276710222.708336,57209458293.74875,43216818047.21726,48660156852.8201,48934529709.43452,46282299382.64652,52252123577.13162,41340043228.92857
036890,진성티이씨,165390989010.989,188840259740.25977,132284902597.4026,120996428571.42856,123111904761.90475,143501762294.12836,211706685436.4286,209481419111.17798,178521251992.14285,194197795705.1282,276071835303.95105,231021362462.85715
003780,진양산업,18687362637.362637,23571834415.584415,29011722132.03463,34455803571.42857,39068675595.23809,60348871753.24675,44345282738.09524,47291489448.05195,47660282738.09524,47834717261.90476,90333750000.0,152007142857.14285
007370,진양제약,29873818681.318684,39869610389.61039,41406623376.623375,48808392857.14286,63545892857.14285,63529772727.27273,51894642857.14286,58242529970.02997,47053035714.28571,78356923076.92308,81034435564.43558,89665714285.71428
010640,진양폴리,12076167582.417583,16567045454.545454,19456642316.01732,23068303571.428574,24503571428.57143,23386538461.53846,20440922619.04762,20154626623.376625,25853571428.57143,29866243131.868134,44769430569.43057,77578571428.57143
100250,진양홀딩스,75865574210.43956,94823731443.7987,105613367828.37662,212534361853.39285,227820726085.1786,197226621581.17883,178221972186.9643,152898495442.82217,144575002663.39285,139737974069.17584,182899055649.2907,213300426792.85715
051630,진양화학,14898956043.956045,20771785714.285713,23714772727.272728,44052678571.42857,46505357142.85715,54909455544.45555,33139464285.714287,39235259740.25974,57490178571.42857,43616016483.51649,55990482017.98201,86014285714.28572
002780,진흥기업,146309183849.8654,322633548887.96265,206514223612.88477,139441696425.1339,355933035586.6072,328046713538.6932,301976340669.3155,299255039606.36365,323284976165.1786,308702665975.8528,392973353667.52625,337702265178.5714
002787,진흥기업2우B,1853198076.923077,899559414.6753247,723208053.7662338,732031953.9285715,1978644252.6190476,2420858890.9690313,2610919672.142857,2726609907.7022977,3944329236.904762,4135424619.4139194,4490391907.592407,4981202314.285714
002785,진흥기업우B,3697843406.5934067,1746567081.3896103,1662210874.6888525,1186940780.7142859,2995606979.613095,3128735978.665085,3564177228.0654764,3359045431.664377,4442506772.559524,5340684014.496337,5607657252.977023,5929499365.714286
007200,진흥저축은행,98227403846.15384,64229166666.666664,,,,,,,,,,
085660,차바이오텍,680398643842.9807,606648875025.0,716652719067.0131,744236050435.7142,743160603183.4822,727284607181.25,734344702345.9822,1177361412548.5889,886117866307.738,970025226290.0183,1180829741296.6409,1053478461700.0
900040,차이나그레이트,176591346153.84616,144985389610.38962,155567099567.09958,336864583333.3333,271720527375.0,205773414944.71155,147420803257.3125,75000781805.18108,59849547853.5,65198876526.0,,
900120,씨케이에이치,216876923076.92307,196143506493.5065,199464610389.6104,354194243742.2619,376580933574.7024,260134519553.47278,135552357928.68452,57128927359.266624,39979885406.43155,30888250247.551968,33440001675.05107,33596853266.42857
900090,차이나하오란,128251648351.64838,73050000000.0,55040151515.15152,98313482142.85715,136029375000.0,81507328921.07892,69211154761.90475,62557000000.0,,,,
009310,참엔지니어링,98324488477.85715,77882846579.63474,74114693507.04546,55879699219.15179,47253676350.833336,127648248140.10739,130977047096.07143,91896199798.37225,69547796835.98215,70481563950.15384,80319661337.33766,69825007478.57143
094850,참좋은여행,67387500000.0,74618750000.0,121080795454.54546,130903750000.0,152496666666.66666,124206818181.81818,149261250000.0,151871669580.4196,101390416666.66667,83416410256.41025,193699650349.65033,212550000000.0
082660,코스나인,14569065000.0,36140590275.97403,59924198105.93614,39173198207.529755,37359799371.42857,37322120869.676575,36441181805.16071,41050551150.78409,25073566237.422623,36175049768.020836,51998203797.942055,41221966511.07143
074150,엠제이비,20676625764.848904,16693740920.073051,23638763659.782196,24580437384.63988,50064857208.07738,62119747341.96429,,,,,,
111820,지유온,20493284340.65934,28849523235.064938,55645628399.05303,55517911172.88691,95060397968.9881,137971144534.49548,126915770578.33333,66031932177.27023,46253270250.0,50377249302.85715,55554060605.20953,
000650,천일고속,42384225857.14285,41619072012.987015,48085229105.248924,60879667642.85715,111415780898.80952,131503356750.0,140737335142.85715,125438955101.19048,105265881267.85715,88456480630.9524,99822825042.20778,92735960571.42856
096240,청담러닝,68251323149.03847,90276022386.36363,88287551893.93939,76443308437.5,71213570520.83333,126004265521.91559,117216315170.98213,146745129340.76862,154238785937.94644,143028489286.09204,222441027779.94507,364742256928.5714
013720,CBI,10838347784.546703,15077267930.113636,14377889879.626623,12362514864.732143,17991921687.321426,26681884637.91771,23435375453.57143,24399589917.771606,20366478576.919643,37131901204.38873,165585672440.16608,164524360737.5
012600,센트럴인사이트,33825004060.714287,27509066232.564934,28286240965.990257,21635957738.571426,39050218988.75,51823415952.717285,31134601228.57143,26129107668.09524,25990355078.645836,52414073087.19552,37398026951.95055,37500376080.0
033250,체시스,23133527242.78846,26631967188.920456,24548994455.96591,18780128664.0625,40853579125.0,51044775224.77522,27495928571.428574,25570202797.202797,60003642857.14285,51583901098.9011,47704695304.695305,35168000000.0
047820,초록뱀미디어,46096597243.61264,63624854519.64286,39899701775.0,42265051737.20238,115141835600.9375,143665066835.05872,88279046551.22025,107511316561.5728,120407252196.44347,212072954731.8489,456520429583.29926,604250464101.4286
016920,카스,21882151636.04396,28656929299.480522,34123766027.142857,32231731883.809525,28356924903.333332,35907376932.58742,29897862325.714287,35289941935.97069,36511985339.04762,40205347094.08654,121518505122.79721,75449811432.85715
006380,카프로,1083447802197.8021,713318181818.1819,330744913419.9134,156362500000.0,123507142857.14285,181445304695.3047,288070238095.2381,274797290209.7902,157765476190.4762,115961034798.53482,180344580419.58044,158400000000.0
004620,캠브리지코오롱,55005371600.0,,,,,,,,,,,
050110,캠시스,51945141638.46153,68757159840.90909,103812224609.24107,95172116283.08035,87934887347.67857,154363566859.05222,151029600723.30356,126675087960.14142,151900067929.2708,179766684902.41528,157181671755.84354,127425700819.28572
078340,컴투스,169575103872.8022,439109130047.0779,354773180841.1797,898149681106.5476,1517830959673.8093,1427776890823.4265,1581792313791.6667,2032307085905.303,1304785183916.6665,1461870975788.4614,1743635130265.7344,1501603117000.0
063440,SM Life Design,30058104395.604393,33180438311.688316,18189133517.054924,20370760685.714287,27047589453.08036,53354274630.21229,52644825241.81548,80397482499.41872,77675989256.875,76936560204.1296,136431585851.1451,131416650938.57144
029480,광무,116132753392.70604,57838820453.336044,24200698698.303574,15714353342.267857,34783512939.88095,42826141611.132614,29658720904.910713,23556824957.824364,37446603815.32738,52102945409.75642,70991532544.18407,107972566212.5
131370,알서포트,19557692928.214287,20924492687.17533,23848587804.535984,206344848625.50595,139701644481.68152,116085290559.62225,131713960026.45834,121161350449.7931,157898853178.57144,552383553060.4028,445936813012.8959,327402320867.8571
008540,케이비물산,18789078526.457417,10476709711.142857,,,,,,,,,,
052400,코나아이,118285128037.0879,183006277336.93182,334313855326.7451,436422136239.4345,531357771769.6429,260542463142.22028,166239914450.2381,211778455516.9697,254129945321.72617,255410331073.8095,561027055191.1588,338521953057.1429
115500,케이씨에스,16933186813.186813,35403993506.49351,34123035714.285713,32305892857.142857,42316071428.57143,60526461038.96104,62510357142.85714,52680781718.281715,56300357142.85714,54361401098.9011,93695979020.97902,88388571428.57143
029460,케이씨,202123551454.2857,138988305741.62338,162677098916.88312,243793567915.7143,354073230874.2857,499469614971.4286,603410658293.4523,263048639221.18295,198278317770.8333,273878201333.58978,333464603080.94403,286571216000.0
025880,케이씨피드,20755496674.2033,38399556924.862015,33097689488.189934,26622397607.52976,27891750685.77381,61994875136.54845,40808131573.09524,44575710047.61468,41677210955.11905,31694805178.008247,59701173210.00124,58750270920.71429
007460,에이프로젠 MED,41919857022.41758,21844292259.967533,22166728686.56304,21573859510.3125,33917853766.11607,43113347820.0,192477169994.70236,542843631718.89905,372600052353.9434,367649931919.3784,383457561956.9131,314607418678.9286
093320,케이아이엔엑스,27495890109.890114,67133909090.90909,67590624661.79654,67000895833.333336,77931157738.09525,74619605894.1059,68137000000.0,113578775308.02531,167574988095.2381,314957858974.359,289789610389.61035,271955428571.42856
101790,케이알제2호,26750000000.0,26750000000.0,,,,,,,,,,
053590,한국테크놀로지,53374205548.59204,44461735950.81169,43148875646.980515,31069496652.776787,132938113653.4375,129277745097.56494,90978327455.35713,72861862161.14586,92692529036.60715,98500812374.45743,150996983480.1792,127684470507.0
053595,한국테크놀로지우,580069668.9560438,386021006.6883117,386685003.176407,774165818.75,586590838.5714285,,,,,,,
066340,케이에스알,28491784286.428574,,,,,,,,,,,
073010,케이에스피,48141367784.84891,43056913137.1185,33113563564.020565,25610907303.11012,29034230179.34524,28688408759.545456,30142772260.0,30792192715.625,63536261168.85417,52023577131.95765,72678169331.98987,67175414153.21429
105330,케이엔더블유,24843137362.637363,20040250000.0,26164764936.761364,36697156018.5119,32191581640.044643,40407164320.70055,33077178063.616074,31201644781.441998,25867385262.12798,43862988999.09341,129492833915.21355,138473376750.0
046120,오르비텍,27251068563.770603,30857263913.352272,30536531178.70671,22117649061.011906,71234220415.41667,67953253705.19231,70518305908.8393,113918428588.08568,104626479321.5625,74592188083.40315,176443701938.88986,188796999985.7143
039420,케이엘넷,56153940824.519226,63109329714.12337,40216122314.745674,49878798559.22619,59583464560.26786,69646535316.11513,72662963298.95834,86360137514.99335,63910108682.44048,52681228343.05174,95539844839.67908,86767240835.71428
083550,케이엠,35954761170.57692,27524185538.717537,30549739349.483227,34471995626.51786,52204433599.85119,61424085127.65734,57245348430.35714,84754516861.54948,79297775934.94048,145057091609.5238,103385525025.66183,88422401528.57143
032500,케이엠더블유,76606254807.6923,129390943181.8182,312314299242.42426,235661354166.66666,157109645833.3333,126423460664.33568,261160208333.3333,390622764787.2961,1762927732316.0713,2648663970808.906,2003789517784.3784,1287352260414.2856
122800,썬텍,26708423076.923077,22655454545.454544,19106471590.909092,18495375000.0,41034012500.0,112715378699.9001,39580629081.25,34090585000.0,35153085000.0,,,
058860,KTis,99583915192.3077,95489399918.83116,155051996561.1472,145939493988.09525,174116684702.38095,141596117759.74023,114333891964.28572,97280325267.23276,84424887440.4762,73846091311.81319,97587363391.6084,83574517142.85715
064820,소셜미디어99,55036236263.73627,42469334415.58441,38250669642.85715,35264768653.39285,49912428817.23215,49784400002.34515,60745633564.43452,63288881474.340866,56711822498.645836,114195629592.28021,154249363388.5714,155049420240.0
024880,케이피에프,75390227261.20879,104403953971.16882,113740912924.00974,73449849823.8393,64827781471.42857,68537696371.23252,71117166189.01785,76551883848.87903,86221966975.41667,68441224416.55907,82858794306.3187,90002382053.57143
042040,케이피엠테크,37969025684.148346,30637735709.050323,14304201896.035713,13529434408.690477,45540577292.5,109279640569.1908,128154310313.9881,123478573737.04074,106249008601.88988,256263685408.71655,300497740291.78076,134075538440.35716
064420,케이피케미칼,2017315848520.0552,1326211105282.63,,,,,,,,,,
054410,케이피티유,16095630631.868134,16819489285.714287,15488686011.904762,14235692559.52381,46325203571.428566,48651072252.74725,34662355357.14285,28529121543.040295,23500989285.714287,22320392124.54212,42551775549.450554,32405685714.28572
089010,켐트로닉스,63225759199.90385,90641655824.26947,176533590718.12772,100005033845.7143,76110498943.125,66183319701.78447,77177671411.07143,81677987455.93344,155475053245.2083,233095892677.16345,390069388547.5587,388806129782.1429
